#type size quick intro
1 30600 3565 2303
1 30700 3658 2484
1 30800 3773 2485
1 30900 3756 2637
1 31000 3865 2686
1 31100 4181 2822
1 31200 3869 2623
1 31300 4055 2909
1 31400 3943 2668
1 31500 4137 2509
1 31600 4041 2628
1 31700 3924 2731
1 31800 4117 2501
1 31900 3754 2839
1 32000 3783 2640
1 32100 4166 2532
1 32200 3980 2571
1 32300 4176 2885
1 32400 3881 2811
1 32500 4101 2642
1 32600 4122 2948
1 32700 4007 2779
1 32800 4135 2806
1 32900 4208 2781
1 33000 4367 2761
1 33100 7211 6351
1 33200 6393 3099
1 33300 4395 2770
1 33400 4279 2709
1 33500 4181 2904
1 33600 4098 2868
1 33700 4011 2655
1 33800 4084 2723
1 33900 4373 2891
1 34000 4053 2949
1 34100 4369 3029
1 34200 4184 2709
1 34300 4078 2737
1 34400 4011 2687
1 34500 4146 2682
1 34600 4196 2679
1 34700 4182 3007
1 34800 4163 2683
1 34900 4135 2736
1 35000 4649 3070
1 35100 4342 2792
1 35200 4372 2820
1 35300 4177 2883
1 35400 4574 3809
1 35500 7497 3587
1 35600 4616 3175
1 35700 4703 3020
1 35800 4555 2869
1 35900 4752 3186
1 36000 4272 2895
1 36100 4340 2791
1 36200 4429 3047
1 36300 4604 2823
1 36400 4617 3565
1 36500 4364 2882
1 36600 4590 2893
1 36700 4463 3076
1 36800 4403 3155
1 36900 4861 2992
1 37000 4668 3244
1 37100 4744 3039
1 37200 4480 3084
1 37300 4501 2997
1 37400 4680 3349
1 37500 5039 3110
1 37600 4601 3090
1 37700 4717 3054
1 37800 4587 3046
1 37900 4623 3132
1 38000 4956 3082
1 38100 4566 3290
1 38200 4835 4439
1 38300 5301 3688
1 38400 5883 3316
1 38500 5026 3117
1 38600 4741 3223
1 38700 5161 3256
1 38800 5110 3415
1 38900 5479 3573
1 39000 5163 3292
1 39100 5102 3364
1 39200 4909 3354
1 39300 4833 3283
1 39400 5350 3727
1 39500 5380 3751
1 39600 6124 3601
1 39700 4878 3343
1 39800 4981 3255
1 39900 5010 3568
1 40000 5084 3213
1 40100 4948 3614
1 40200 4954 3218
1 40300 5171 3485
1 40400 4997 3398
1 40500 6068 3356
1 40600 5265 3419
1 40700 5124 3655
1 40800 5355 3866
1 40900 5197 3652
1 41000 4964 3442
1 41100 5188 3323
1 41200 5005 3432
1 41300 5319 3599
1 41400 5266 3312
1 41500 5285 3888
1 41600 5518 3613
1 41700 5517 3486
1 41800 5667 3639
1 41900 5581 3728
1 42000 5327 3622
1 42100 5215 4087
1 42200 5597 3582
1 42300 5584 3349
1 42400 5157 3540
1 42500 5190 3743
1 42600 5175 3479
1 42700 5506 3643
1 42800 5343 3511
1 42900 5509 3871
1 43000 5524 4070
1 43100 5986 4033
1 43200 5915 3587
1 43300 5844 4177
1 43400 5681 3762
1 43500 5489 3788
1 43600 5775 4078
1 43700 5830 4027
1 43800 5369 3796
1 43900 5587 3766
1 44000 5680 3614
1 44100 5977 3865
1 44200 6540 3828
1 44300 5808 4175
1 44400 5873 3908
1 44500 6005 3900
1 44600 5760 3862
1 44700 6030 3655
1 44800 6464 3825
1 44900 5716 4688
1 45000 6281 4908
1 45100 5858 3665
1 45200 5609 3825
1 45300 5689 4008
1 45400 5451 3590
1 45500 5635 3850
1 45600 5542 3737
1 45700 5475 3694
1 45800 5504 3773
1 45900 5643 3787
1 46000 5640 3772
1 46100 5575 3691
1 46200 5740 3707
1 46300 5783 3924
1 46400 5730 3713
1 46500 5620 4024
1 46600 5907 3908
1 46700 5552 3712
1 46800 5662 3745
1 46900 5575 4119
1 47000 5845 3944
1 47100 5807 4262
1 47200 6100 3792
1 47300 5878 4232
1 47400 6092 4318
1 47500 5905 3859
1 47600 6177 4351
1 47700 6331 4427
1 47800 6176 4115
1 47900 5836 3999
1 48000 5945 4310
1 48100 5913 4184
1 48200 6072 3876
1 48300 6238 3922
1 48400 5893 4951
1 48500 6018 4031
1 48600 5903 4078
1 48700 6019 4056
1 48800 6129 4025
1 48900 10590 5733
1 49000 6983 4277
1 49100 6203 4294
1 49200 6075 3981
1 49300 5928 4062
1 49400 6021 4047
1 49500 5976 7544
1 49600 7777 4412
1 49700 5985 5211
1 49800 6481 4022
1 49900 6079 4102
1 50000 6182 3958
1 50100 6078 4002
1 50200 6318 4642
1 50300 6069 4212
1 50400 6248 4052
1 50500 6430 4197
1 50600 6754 4579
1 50700 6635 4442
1 50800 6264 4702
1 50900 6326 4259
1 51000 6334 4197
1 51100 8531 4597
1 51200 6337 4299
1 51300 6352 4304
1 51400 6544 4289
1 51500 6367 4106
1 51600 6286 4232
1 51700 6484 4560
1 51800 6326 4156
1 51900 6188 4242
1 52000 6607 4271
1 52100 6746 4646
1 52200 6350 4278
1 52300 6427 4162
1 52400 6363 4266
1 52500 6742 4291
1 52600 7187 4483
1 52700 8420 5141
1 52800 7206 4803
1 52900 6942 4536
1 53000 8080 4654
1 53100 8865 5461
1 53200 6742 4521
1 53300 7049 4747
1 53400 6845 4604
1 53500 6844 4631
1 53600 6873 4603
1 53700 7105 5433
1 53800 6824 4933
1 53900 8016 5427
1 54000 7307 5338
1 54100 8180 4520
1 54200 6803 4696
1 54300 6855 4865
1 54400 6759 4384
1 54500 6741 4711
1 54600 6546 4458
1 54700 6566 4792
1 54800 7689 4655
1 54900 8944 4636
1 55000 6847 4448
1 55100 6725 4544
1 55200 6804 4412
1 55300 6821 4947
1 55400 6703 4614
1 55500 7818 5409
1 55600 6936 4631
1 55700 6911 5214
1 55800 6856 4866
1 55900 6919 4568
1 56000 7485 4866
1 56100 6766 4794
1 56200 6853 4564
1 56300 6814 4558
1 56400 7432 4791
1 56500 6877 4532
1 56600 6844 4601
1 56700 7118 4631
1 56800 7010 4635
1 56900 6993 4589
1 57000 6992 4869
1 57100 7238 4853
1 57200 7013 4786
1 57300 7214 4957
1 57400 7609 5088
1 57500 7059 4737
1 57600 7878 4924
1 57700 7818 5028
1 57800 7065 5064
1 57900 7265 4727
1 58000 7993 4844
1 58100 7123 4823
1 58200 7342 4770
1 58300 7543 4919
1 58400 7013 4802
1 58500 7079 5023
1 58600 7440 5007
1 58700 7460 5183
1 58800 7632 4840
1 58900 7272 5772
1 59000 7777 5659
1 59100 7825 4929
1 59200 7304 4896
1 59300 7126 5016
1 59400 7417 5075
1 59500 7666 5129
1 59600 7346 5086
1 59700 7278 5748
1 59800 7297 5181
1 59900 7265 5028
1 60000 7435 5165
1 60100 7416 4986
1 60200 7832 5362
1 60300 7479 4905
1 60400 7980 5046
1 60500 7448 5042
1 60600 7490 4964
1 60700 7587 5177
1 60800 7511 5117
1 60900 7507 5143
1 61000 7340 5218
1 61100 7915 5151
1 61200 7424 5195
1 61300 7407 5295
1 61400 7966 5454
1 61500 7622 5119
1 61600 7479 5136
1 61700 7933 5554
1 61800 7651 5450
1 61900 7488 5015
1 62000 7622 5201
1 62100 8622 5467
1 62200 7893 5252
1 62300 7955 5584
1 62400 7686 6446
1 62500 8482 5518
1 62600 7826 5208
1 62700 8013 5156
1 62800 8651 5516
1 62900 8865 5398
1 63000 8529 5426
1 63100 7863 5277
1 63200 7976 5232
1 63300 7775 5217
1 63400 7859 5274
1 63500 8054 5664
1 63600 8240 5444
1 63700 8158 5624
1 63800 7686 5093
1 63900 8333 5449
1 64000 7995 5298
1 64100 7808 5277
1 64200 7951 5610
1 64300 8348 5511
1 64400 7749 5310
1 64500 7958 5393
1 64600 7866 5307
1 64700 7754 6380
1 64800 7959 5297
1 64900 8038 5404
1 65000 7946 5358
1 65100 7940 5260
1 65200 7935 5606
1 65300 7972 5314
1 65400 7886 5406
1 65500 8381 5350
1 65600 8007 5438
1 65700 7847 6336
1 65800 8676 5712
1 65900 8520 5639
1 66000 8495 5833
1 66100 8500 5767
1 66200 8443 5948
1 66300 8705 5906
1 66400 8233 5632
1 66500 8284 5611
1 66600 8670 5865
1 66700 8582 5799
1 66800 8295 5609
1 66900 8185 5564
1 67000 8521 5768
1 67100 8267 5945
1 67200 8372 5935
1 67300 8803 5651
1 67400 8566 5588
1 67500 8298 5753
1 67600 8621 5644
1 67700 8322 5999
1 67800 8867 5610
1 67900 8653 5835
1 68000 8439 5792
1 68100 8514 5622
1 68200 8656 5728
1 68300 8739 5767
1 68400 8676 5706
1 68500 8588 5767
1 68600 9045 5895
1 68700 8577 6226
1 68800 8631 6047
1 68900 8896 5802
1 69000 8929 5839
1 69100 8702 5667
1 69200 8527 5822
1 69300 8773 6211
1 69400 8712 5821
1 69500 8571 5802
1 69600 8820 5975
1 69700 9038 6121
1 69800 9177 5989
1 69900 8930 5971
1 70000 8812 5773
1 70100 8708 5877
1 70200 8741 5932
1 70300 9063 5928
1 70400 8838 6175
1 70500 8996 6032
1 70600 9056 6154
1 70700 9837 6186
1 70800 9486 6255
1 70900 9508 6351
1 71000 10069 6062
1 71100 9048 6056
1 71200 8898 6077
1 71300 9061 5891
1 71400 9065 6149
1 71500 9069 5898
1 71600 9426 5963
1 71700 9589 6153
1 71800 9429 6090
1 71900 9171 6325
1 72000 9492 6347
1 72100 9115 6110
1 72200 9159 6235
1 72300 8929 6020
1 72400 9174 6005
1 72500 9207 6120
1 72600 9614 6430
1 72700 9061 6343
1 72800 9026 6738
1 72900 9184 6619
1 73000 9099 5990
1 73100 8938 6469
1 73200 9433 6787
1 73300 9264 6112
1 73400 9239 6381
1 73500 8968 6076
1 73600 9143 6425
1 73700 9360 6600
1 73800 9912 6809
1 73900 9424 7137
1 74000 10321 6750
1 74100 9173 6554
1 74200 10208 6532
1 74300 9511 6358
1 74400 9141 6248
1 74500 9781 6201
1 74600 9445 6226
1 74700 9197 6270
1 74800 9204 6481
1 74900 9322 6523
1 75000 9570 6505
1 75100 9652 6631
1 75200 9315 6398
1 75300 10377 6734
1 75400 9454 6434
1 75500 9682 6658
1 75600 9837 6270
1 75700 10530 7677
1 75800 9419 6452
1 75900 9276 6396
1 76000 9590 6474
1 76100 9656 6798
1 76200 9753 6688
1 76300 9968 6936
1 76400 9626 6757
1 76500 9540 6793
1 76600 9616 6691
1 76700 10251 6443
1 76800 10643 7056
1 76900 9622 7427
1 77000 10109 6600
1 77100 9597 6752
1 77200 9600 6502
1 77300 9557 7392
1 77400 9809 6732
1 77500 10512 6502
1 77600 9755 6685
1 77700 9676 6844
1 77800 10560 6694
1 77900 9851 6932
1 78000 9844 6833
1 78100 9734 6745
1 78200 10731 7881
1 78300 9652 6551
1 78400 9858 6890
1 78500 9648 6718
1 78600 10335 7366
1 78700 10568 8477
1 78800 10666 7201
1 78900 10261 6817
1 79000 9728 6520
1 79100 10237 6913
1 79200 10030 7179
1 79300 10024 7323
1 79400 10357 7254
1 79500 10381 7314
1 79600 9902 7003
1 79700 9911 6562
1 79800 10315 7503
1 79900 10420 7118
1 80000 10569 6825
1 80100 12439 6723
1 80200 10791 7478
1 80300 10254 7137
1 80400 10286 6943
1 80500 10236 6832
1 80600 9958 6833
1 80700 10103 6620
1 80800 10108 7039
1 80900 10792 6959
1 81000 10662 6871
1 81100 10482 7269
1 81200 10250 7065
1 81300 10015 6965
1 81400 10218 7019
1 81500 10155 6931
1 81600 10338 6829
1 81700 10389 7015
1 81800 10527 7224
1 81900 10497 7090
1 82000 10908 6807
1 82100 10515 7046
1 82200 10330 6885
1 82300 10128 7426
1 82400 10541 6907
1 82500 10445 7220
1 82600 10086 7193
1 82700 10374 6998
1 82800 11211 6941
1 82900 10730 7031
1 83000 10664 6964
1 83100 10283 7071
1 83200 11007 7000
1 83300 10625 7214
1 83400 10482 6991
1 83500 10511 6986
1 83600 10380 7266
1 83700 10445 8367
1 83800 11152 7455
1 83900 10346 7025
1 84000 10596 7315
1 84100 10589 7022
1 84200 10520 7317
1 84300 10406 7174
1 84400 10638 7275
1 84500 10474 7392
1 84600 10707 7676
1 84700 10887 7348
1 84800 10936 7705
1 84900 11244 8984
1 85000 11694 7552
1 85100 11011 7736
1 85200 10863 7501
1 85300 10904 7467
1 85400 11042 7201
1 85500 11202 7249
1 85600 10581 7767
1 85700 13158 7773
1 85800 11161 7074
1 85900 10772 7121
1 86000 10773 7526
1 86100 10981 7688
1 86200 11153 7437
1 86300 11310 7489
1 86400 11741 10637
1 86500 11408 7411
1 86600 10856 7503
1 86700 11732 7316
1 86800 10654 7522
1 86900 10874 7395
1 87000 11899 7309
1 87100 10938 7642
1 87200 11110 7651
1 87300 11460 10283
1 87400 11386 7822
1 87500 11988 7658
1 87600 11198 7435
1 87700 11051 7781
1 87800 10963 8366
1 87900 11406 9000
1 88000 11188 7838
1 88100 11466 7727
1 88200 14310 7578
1 88300 11535 7574
1 88400 10981 7385
1 88500 10869 7687
1 88600 10960 7649
1 88700 11437 7673
1 88800 11787 8866
1 88900 11919 8220
1 89000 11207 9040
1 89100 11514 7466
1 89200 11313 7491
1 89300 12316 7640
1 89400 11123 7606
1 89500 12078 7550
1 89600 11927 7637
1 89700 12320 7650
1 89800 11398 8047
1 89900 13465 8799
1 90000 11166 7705
1 90100 11433 7858
1 90200 11196 7786
1 90300 11393 8352
1 90400 12381 8348
1 90500 13110 7708
1 90600 11665 7804
1 90700 11916 9306
1 90800 12266 8153
1 90900 11927 7938
1 91000 11891 7656
1 91100 11259 7667
1 91200 11333 7972
1 91300 11781 7809
1 91400 11798 8792
1 91500 13136 8670
1 91600 12414 8884
1 91700 13722 8475
1 91800 12466 8850
1 91900 12619 8688
1 92000 13121 8428
1 92100 12036 8305
1 92200 12192 8260
1 92300 12739 8478
1 92400 12846 8441
1 92500 11619 8065
1 92600 11893 8226
1 92700 11978 8201
1 92800 12836 8171
1 92900 17068 8069
1 93000 12012 8370
1 93100 11951 10901
1 93200 11861 7979
1 93300 11943 8017
1 93400 11697 7772
1 93500 12249 7924
1 93600 11909 8143
1 93700 12307 8113
1 93800 11845 8316
1 93900 13031 8406
1 94000 11928 8079
1 94100 11560 8757
1 94200 12695 9238
1 94300 12426 8220
1 94400 11807 8429
1 94500 12127 9350
1 94600 12039 9455
1 94700 12982 9052
1 94800 12724 9639
1 94900 15681 9096
1 95000 12664 8376
1 95100 12672 8556
1 95200 11878 9687
1 95300 12832 8449
1 95400 16440 10617
1 95500 13183 8212
1 95600 11928 8292
1 95700 12474 8257
1 95800 12147 10192
1 95900 13002 9722
1 96000 15931 11830
1 96100 14363 8538
1 96200 12440 8172
1 96300 12213 8676
1 96400 12329 8287
1 96500 12116 8357
1 96600 12099 8150
1 96700 12456 8791
1 96800 12744 8411
1 96900 12550 8352
1 97000 13154 9319
1 97100 13420 9538
1 97200 13495 8938
1 97300 13413 9175
1 97400 12739 8586
1 97500 12705 8920
1 97600 12882 8952
1 97700 13090 8633
1 97800 12991 8312
1 97900 12959 8388
1 98000 12702 8367
1 98100 12574 8237
1 98200 12646 8544
1 98300 12238 8505
1 98400 13160 8507
1 98500 12488 8684
1 98600 12211 8344
1 98700 12787 8412
1 98800 12921 8624
1 98900 12414 8381
1 99000 12370 8426
1 99100 12815 8441
1 99200 12564 9011
1 99300 12682 8660
1 99400 12410 8536
1 99500 12852 8394
1 99600 12676 8835
1 99700 12440 8541
1 99800 12684 8547
1 99900 12732 8843
1 100000 12770 8583
2 500 49 27
2 600 57 34
2 700 65 41
2 800 75 45
2 900 87 51
2 1000 97 55
2 1100 106 65
2 1200 117 73
2 1300 126 80
2 1400 138 87
2 1500 147 94
2 1600 365 102
2 1700 175 106
2 1800 183 121
2 1900 196 124
2 2000 208 129
2 2100 214 135
2 2200 227 146
2 2300 278 234
2 2400 322 167
2 2500 268 173
2 2600 325 179
2 2700 288 189
2 2800 294 200
2 2900 310 201
2 3000 319 208
2 3100 330 222
2 3200 345 223
2 3300 354 315
2 3400 627 345
2 3500 523 356
2 3600 540 285
2 3700 429 275
2 3800 413 275
2 3900 430 273
2 4000 555 313
2 4100 479 300
2 4200 463 307
2 4300 479 315
2 4400 490 368
2 4500 498 337
2 4600 528 403
2 4700 529 394
2 4800 548 375
2 4900 555 381
2 5000 564 409
2 5100 826 469
2 5200 607 481
2 5300 824 423
2 5400 633 413
2 5500 631 437
2 5600 687 442
2 5700 678 458
2 5800 686 457
2 5900 690 489
2 6000 704 517
2 6100 731 485
2 6200 734 495
2 6300 746 503
2 6400 766 509
2 6500 917 529
2 6600 786 543
2 6700 803 543
2 6800 815 828
2 6900 829 575
2 7000 838 560
2 7100 848 586
2 7200 888 590
2 7300 875 607
2 7400 893 602
2 7500 899 641
2 7600 923 626
2 7700 935 647
2 7800 939 634
2 7900 1004 648
2 8000 966 706
2 8100 1044 661
2 8200 1234 697
2 8300 984 688
2 8400 1028 727
2 8500 1236 719
2 8600 1039 706
2 8700 1052 730
2 8800 1447 1197
2 8900 1645 859
2 9000 1194 749
2 9100 1117 750
2 9200 1126 822
2 9300 1114 796
2 9400 1149 786
2 9500 1171 795
2 9600 1169 799
2 9700 1188 804
2 9800 1316 828
2 9900 1219 813
2 10000 1213 858
2 10100 1227 858
2 10200 1255 852
2 10300 1389 864
2 10400 1282 882
2 10500 1270 960
2 10600 1290 882
2 10700 1381 1008
2 10800 1325 931
2 10900 1316 934
2 11000 1361 957
2 11100 1361 948
2 11200 1464 1054
2 11300 1876 1330
2 11400 1449 977
2 11500 1426 973
2 11600 1558 993
2 11700 1450 985
2 11800 1728 996
2 11900 1486 1000
2 12000 1668 1111
2 12100 1540 1050
2 12200 1639 1044
2 12300 1535 1142
2 12400 1635 1066
2 12500 1572 1091
2 12600 1588 1101
2 12700 1567 1098
2 12800 1705 1118
2 12900 1588 1101
2 13000 1840 1131
2 13100 1622 1137
2 13200 1774 1160
2 13300 1675 1229
2 13400 1667 1154
2 13500 1693 1281
2 13600 1683 1231
2 13700 1693 1253
2 13800 1783 1173
2 13900 1808 1216
2 14000 1768 1200
2 14100 1846 1281
2 14200 1800 1352
2 14300 1786 1249
2 14400 1832 1291
2 14500 1787 1380
2 14600 1828 1306
2 14700 1864 1348
2 14800 1880 1289
2 14900 2024 1299
2 15000 1885 1394
2 15100 1896 1352
2 15200 1931 1342
2 15300 1926 1351
2 15400 1945 1343
2 15500 2034 1398
2 15600 1968 1385
2 15700 2047 1415
2 15800 2152 1553
2 15900 2253 1593
2 16000 2013 1411
2 16100 2382 1474
2 16200 2086 1643
2 16300 2048 1444
2 16400 2206 1439
2 16500 2301 1512
2 16600 2093 1576
2 16700 2118 1474
2 16800 2241 1506
2 16900 2173 1699
2 17000 2145 1513
2 17100 2298 1534
2 17200 2271 1512
2 17300 2212 1575
2 17400 2196 1714
2 17500 2587 1547
2 17600 2252 1630
2 17700 2237 1777
2 17800 2284 1618
2 17900 2455 1603
2 18000 2323 1614
2 18100 2339 1636
2 18200 2319 1618
2 18300 2609 1652
2 18400 2409 1651
2 18500 2475 1793
2 18600 2427 1833
2 18700 2409 1687
2 18800 2441 1649
2 18900 2556 1848
2 19000 2423 1808
2 19100 2447 1751
2 19200 2449 1698
2 19300 2541 1760
2 19400 2597 1786
2 19500 2674 1805
2 19600 2523 2053
2 19700 2528 1756
2 19800 2563 1743
2 19900 2557 1773
2 20000 2605 1827
2 20100 2616 1820
2 20200 2627 1966
2 20300 2656 1917
2 20400 2641 1897
2 20500 2656 1846
2 20600 2710 1873
2 20700 2799 1869
2 20800 2719 1865
2 20900 2699 2056
2 21000 2717 2015
2 21100 2694 2314
2 21200 2775 1980
2 21300 2751 1939
2 21400 2877 1997
2 21500 2780 1953
2 21600 2896 1936
2 21700 2872 2003
2 21800 2910 1995
2 21900 3052 2046
2 22000 2987 2016
2 22100 3048 2005
2 22200 2918 2056
2 22300 3499 2034
2 22400 3242 2166
2 22500 3213 2042
2 22600 3076 2087
2 22700 2939 2104
2 22800 3051 2072
2 22900 3073 2111
2 23000 3048 2149
2 23100 3094 2152
2 23200 3351 2088
2 23300 3189 2131
2 23400 3099 2163
2 23500 3130 2139
2 23600 3127 2162
2 23700 3091 2181
2 23800 3206 2161
2 23900 3176 2218
2 24000 3304 2216
2 24100 3154 2251
2 24200 3218 2271
2 24300 3252 2222
2 24400 39323 2240
2 24500 4011 3315
2 24600 4844 2307
2 24700 3249 2260
2 24800 3336 2329
2 24900 3555 2253
2 25000 3357 2353
2 25100 20216 2418
2 25200 3363 2355
2 25300 3286 9620
2 25400 3708 2348
2 25500 3429 2424
2 25600 3338 2421
2 25700 3823 3041
2 25800 3499 2425
2 25900 3439 2401
2 26000 3468 2412
2 26100 3546 2409
2 26200 3468 2551
2 26300 3499 2467
2 26400 3441 2471
2 26500 3546 2485
2 26600 3526 2486
2 26700 3543 2507
2 26800 3543 2643
2 26900 3470 2791
2 27000 3583 2531
2 27100 3636 2463
2 27200 3545 2518
2 27300 3605 2517
2 27400 3557 2689
2 27500 3627 2610
2 27600 3614 2833
2 27700 3816 2562
2 27800 3960 2564
2 27900 3907 2631
2 28000 3628 2726
2 28100 3898 2659
2 28200 3755 2746
2 28300 3930 2713
2 28400 3780 2754
2 28500 3751 2712
2 28600 3998 2632
2 28700 3893 3088
2 28800 3816 2767
2 28900 3907 2736
2 29000 3799 2777
2 29100 3861 2870
2 29200 4409 2757
2 29300 3922 2814
2 29400 3899 2778
2 29500 3903 2930
2 29600 3944 2810
2 29700 3982 2849
2 29800 4047 2741
2 29900 3964 2814
2 30000 3968 2884
2 30100 4116 2854
2 30200 4188 2861
2 30300 4107 2922
2 30400 4059 2854
2 30500 4072 2895
2 30600 4251 2948
2 30700 4294 2919
2 30800 4117 3167
2 30900 4142 2906
2 31000 4301 2870
2 31100 4287 3243
2 31200 4220 3090
2 31300 4226 2972
2 31400 4230 3043
2 31500 4206 3006
2 31600 4194 3018
2 31700 4213 3070
2 31800 5149 3120
2 31900 4224 3182
2 32000 4288 3018
2 32100 4312 3064
2 32200 4463 3157
2 32300 4414 3179
2 32400 4394 3005
2 32500 4399 3168
2 32600 4319 3130
2 32700 4618 3110
2 32800 4456 3466
2 32900 4450 3384
2 33000 4668 3254
2 33100 4443 3109
2 33200 4585 3280
2 33300 4557 3151
2 33400 4781 3188
2 33500 4477 3183
2 33600 4480 3405
2 33700 4627 3170
2 33800 4578 3211
2 33900 4540 3233
2 34000 4595 3331
2 34100 4851 3275
2 34200 4561 3361
2 34300 4658 3316
2 34400 4610 3285
2 34500 15294 7040
2 34600 6368 4777
2 34700 6389 6158
2 34800 6972 6284
2 34900 7366 4841
2 35000 6699 4732
2 35100 6528 4752
2 35200 5240 3828
2 35300 6127 3557
2 35400 4887 3363
2 35500 4783 3370
2 35600 4788 3341
2 35700 4729 3441
2 35800 4858 3591
2 35900 4872 3481
2 36000 4841 3415
2 36100 5590 4706
2 36200 5282 3861
2 36300 6368 4030
2 36400 6021 5306
2 36500 5364 3703
2 36600 8619 3925
2 36700 5200 3638
2 36800 5455 4939
2 36900 7097 3810
2 37000 5197 3539
2 37100 4894 3588
2 37200 4911 3576
2 37300 4989 3520
2 37400 5162 3617
2 37500 4973 3638
2 37600 4988 3614
2 37700 4993 3599
2 37800 5207 3669
2 37900 5080 4098
2 38000 5269 3610
2 38100 5130 3742
2 38200 5277 3961
2 38300 5182 3623
2 38400 5402 4006
2 38500 5323 3871
2 38600 5458 3805
2 38700 5553 3903
2 38800 5504 3801
2 38900 5263 3760
2 39000 5506 4034
2 39100 5324 3715
2 39200 5520 3774
2 39300 5354 3793
2 39400 5273 3932
2 39500 5357 3880
2 39600 5387 3808
2 39700 5446 3856
2 39800 5471 4207
2 39900 5468 4049
2 40000 6057 3966
2 40100 5487 3966
2 40200 5667 3982
2 40300 5714 3936
2 40400 5482 4212
2 40500 5790 4228
2 40600 5720 4194
2 40700 5618 4274
2 40800 5430 4136
2 40900 5687 4315
2 41000 5487 3964
2 41100 5518 3965
2 41200 5532 4006
2 41300 5900 4216
2 41400 5676 4352
2 41500 5844 4109
2 41600 5620 4132
2 41700 5742 4008
2 41800 6003 4078
2 41900 5818 4184
2 42000 5739 4244
2 42100 5893 4194
2 42200 5767 4231
2 42300 5780 4716
2 42400 5878 4319
2 42500 5764 4308
2 42600 5715 4205
2 42700 5881 4286
2 42800 5936 4219
2 42900 5831 4505
2 43000 6852 4263
2 43100 6063 4437
2 43200 5975 4408
2 43300 5931 4381
2 43400 5860 4360
2 43500 6175 4647
2 43600 6331 4350
2 43700 5966 4959
2 43800 7196 4483
2 43900 6392 4266
2 44000 6024 4337
2 44100 6024 4426
2 44200 6276 4698
2 44300 6150 4415
2 44400 6010 4384
2 44500 6356 4642
2 44600 6208 4344
2 44700 6531 4468
2 44800 6277 4414
2 44900 6150 4436
2 45000 6140 4412
2 45100 6292 4714
2 45200 6305 4562
2 45300 6210 4589
2 45400 6663 4531
2 45500 6272 4670
2 45600 6178 4558
2 45700 6189 4571
2 45800 6230 4733
2 45900 6310 4567
2 46000 6334 4586
2 46100 6378 4717
2 46200 6397 4586
2 46300 6819 4781
2 46400 6465 4595
2 46500 6417 4631
2 46600 6361 4968
2 46700 6521 4706
2 46800 6448 4754
2 46900 6748 4765
2 47000 6412 4576
2 47100 6429 4690
2 47200 6484 4722
2 47300 6407 4637
2 47400 6381 4628
2 47500 6580 4852
2 47600 7080 4618
2 47700 6505 4740
2 47800 6762 4787
2 47900 6615 4761
2 48000 6560 4777
2 48100 6759 4695
2 48200 7063 4775
2 48300 6601 5352
2 48400 7056 5049
2 48500 6865 4815
2 48600 7189 4853
2 48700 7068 4867
2 48800 6779 4825
2 48900 6660 5129
2 49000 6723 4986
2 49100 8699 4893
2 49200 6879 4841
2 49300 6799 4868
2 49400 7088 5011
2 49500 7069 4825
2 49600 7246 5426
2 49700 7318 5437
2 49800 9066 5462
2 49900 7663 5184
2 50000 7202 5092
2 50100 7041 5361
2 50200 7225 5310
2 50300 7653 5541
2 50400 8131 5187
2 50500 6857 5159
2 50600 7043 5252
2 50700 7133 5099
2 50800 7059 5106
2 50900 7315 5106
2 51000 7077 5349
2 51100 7526 5304
2 51200 7399 6264
2 51300 7995 5667
2 51400 7489 5599
2 51500 7352 5565
2 51600 7218 5303
2 51700 7651 5387
2 51800 7759 5614
2 51900 7549 5504
2 52000 7560 5361
2 52100 7496 5345
2 52200 7047 6342
2 52300 8066 5734
2 52400 7888 5402
2 52500 7450 5411
2 52600 7330 5313
2 52700 7376 5331
2 52800 7272 5294
2 52900 7309 5225
2 53000 7255 5328
2 53100 7942 5445
2 53200 7375 5276
2 53300 7339 5328
2 53400 10281 7079
2 53500 8011 5244
2 53600 7963 5379
2 53700 7476 5844
2 53800 7483 5421
2 53900 7636 5295
2 54000 7428 5343
2 54100 7359 5494
2 54200 8019 5508
2 54300 7764 5559
2 54400 8483 6738
2 54500 9254 6174
2 54600 8232 6664
2 54700 8185 5950
2 54800 7813 8108
2 54900 9728 5486
2 55000 7672 5450
2 55100 7778 5545
2 55200 7529 5402
2 55300 8549 5592
2 55400 8098 5876
2 55500 7675 5677
2 55600 7768 5505
2 55700 7634 5686
2 55800 7932 6031
2 55900 10926 5953
2 56000 8095 5690
2 56100 7848 5554
2 56200 7848 5716
2 56300 7837 5605
2 56400 7938 5625
2 56500 8015 5634
2 56600 7914 6194
2 56700 7825 5787
2 56800 8142 5710
2 56900 7925 5966
2 57000 7987 5995
2 57100 11360 6120
2 57200 7999 5762
2 57300 8037 5827
2 57400 8426 5706
2 57500 7959 6429
2 57600 7855 5978
2 57700 8016 5800
2 57800 8401 5991
2 57900 8034 5761
2 58000 8115 6331
2 58100 8675 5748
2 58200 8455 6016
2 58300 10958 5774
2 58400 8253 5798
2 58500 8003 6169
2 58600 8326 5971
2 58700 8434 6117
2 58800 8498 5808
2 58900 8233 6118
2 59000 8270 6087
2 59100 8415 6087
2 59200 8612 6057
2 59300 8609 5972
2 59400 8235 6328
2 59500 8714 6133
2 59600 8689 6009
2 59700 8321 6039
2 59800 8666 6119
