#type size quick intro
2 59900 8614 6287
2 60000 8969 6613
2 60100 8721 6303
2 60200 8542 8572
2 60300 8224 6100
2 60400 8304 6088
2 60500 8634 6218
2 60600 8956 6075
2 60700 8366 6377
2 60800 8351 6026
2 60900 8411 6186
2 61000 8672 6301
2 61100 8541 6235
2 61200 8590 6603
2 61300 8688 6424
2 61400 8844 6201
2 61500 8845 6147
2 61600 8552 7489
2 61700 9607 7100
2 61800 9440 6814
2 61900 9527 6468
2 62000 8871 6280
2 62100 8687 6217
2 62200 8774 6525
2 62300 8823 6621
2 62400 9012 7253
2 62500 8882 6285
2 62600 8762 6623
2 62700 8980 6476
2 62800 8855 6413
2 62900 9087 6551
2 63000 8776 6726
2 63100 8831 6577
2 63200 8947 6508
2 63300 8872 7028
2 63400 8935 6446
2 63500 8870 6767
2 63600 9038 6473
2 63700 8893 7149
2 63800 8965 6641
2 63900 9075 6529
2 64000 8872 6589
2 64100 8912 6504
2 64200 9168 6599
2 64300 9217 6381
2 64400 8955 6529
2 64500 9209 6570
2 64600 8956 6504
2 64700 9018 6886
2 64800 9683 6890
2 64900 10084 7214
2 65000 9861 6859
2 65100 9207 6943
2 65200 9630 7002
2 65300 9622 6557
2 65400 9525 6614
2 65500 9755 6846
2 65600 9165 6807
2 65700 9285 6720
2 65800 9380 6924
2 65900 9465 7313
2 66000 12173 6668
2 66100 9538 6727
2 66200 9455 6724
2 66300 9190 6618
2 66400 9274 6592
2 66500 9657 6662
2 66600 9454 6595
2 66700 9361 6758
2 66800 9731 6603
2 66900 9487 6940
2 67000 13169 6718
2 67100 9433 6955
2 67200 9706 7163
2 67300 9469 6799
2 67400 9320 7472
2 67500 9388 6882
2 67600 9552 7102
2 67700 9597 6797
2 67800 9294 6768
2 67900 10362 7171
2 68000 12193 7009
2 68100 9649 6928
2 68200 9393 7244
2 68300 9565 6670
2 68400 9550 6763
2 68500 9731 6947
2 68600 9598 7055
2 68700 9993 7344
2 68800 9633 6942
2 68900 9521 7204
2 69000 10622 7588
2 69100 9718 6968
2 69200 10029 7473
2 69300 9988 7480
2 69400 10210 7155
2 69500 10121 6981
2 69600 9986 7241
2 69700 9816 7517
2 69800 10068 7048
2 69900 10185 7735
2 70000 10441 7126
2 70100 10475 7057
2 70200 10040 6950
2 70300 9795 7195
2 70400 10332 7226
2 70500 10391 7332
2 70600 10318 7187
2 70700 10063 7088
2 70800 10058 7230
2 70900 9957 7379
2 71000 10193 7436
2 71100 10022 7255
2 71200 9987 7534
2 71300 10268 7299
2 71400 11589 7465
2 71500 10540 7547
2 71600 10474 7377
2 71700 10319 7529
2 71800 10348 7956
2 71900 10085 7400
2 72000 10232 7417
2 72100 10101 7434
2 72200 10205 7845
2 72300 10733 7615
2 72400 10728 8908
2 72500 10695 7175
2 72600 10193 7579
2 72700 10132 7342
2 72800 10263 8538
2 72900 10083 7368
2 73000 10296 7763
2 73100 10413 7324
2 73200 10304 7724
2 73300 10894 7518
2 73400 10224 7669
2 73500 11292 7344
2 73600 10283 7809
2 73700 10538 8574
2 73800 11520 7636
2 73900 10285 7540
2 74000 10533 7587
2 74100 11109 7533
2 74200 10699 7751
2 74300 10753 8010
2 74400 10517 7664
2 74500 10660 7784
2 74600 10423 7500
2 74700 10453 7998
2 74800 11030 7723
2 74900 10605 7494
2 75000 10700 7558
2 75100 10442 7513
2 75200 10994 7915
2 75300 11031 7579
2 75400 10765 7917
2 75500 10604 7592
2 75600 10784 7740
2 75700 10671 7520
2 75800 10722 7871
2 75900 10698 7724
2 76000 11479 7532
2 76100 10955 7658
2 76200 10712 7820
2 76300 10574 8275
2 76400 10679 7659
2 76500 11628 8186
2 76600 10615 7781
2 76700 10594 7954
2 76800 11010 7696
2 76900 11107 7958
2 77000 10619 7694
2 77100 10917 7790
2 77200 10751 7709
2 77300 11189 8205
2 77400 10772 7784
2 77500 10814 8166
2 77600 11372 7762
2 77700 10698 8250
2 77800 11019 8111
2 77900 11293 7925
2 78000 11500 9222
2 78100 17108 9461
2 78200 12056 9163
2 78300 12504 11141
2 78400 13797 8064
2 78500 16732 9117
2 78600 11313 8000
2 78700 10799 7852
2 78800 10916 8014
2 78900 10972 8114
2 79000 10976 8155
2 79100 11003 8457
2 79200 10975 8570
2 79300 11119 8025
2 79400 11008 8099
2 79500 11796 8228
2 79600 11305 8346
2 79700 11867 8302
2 79800 11217 8418
2 79900 11217 7997
2 80000 11845 8611
2 80100 12725 8124
2 80200 11429 8478
2 80300 11707 8229
2 80400 11508 8780
2 80500 12017 8957
2 80600 12022 8138
2 80700 11106 8781
2 80800 11551 8373
2 80900 11408 8080
2 81000 11663 8341
2 81100 11447 8293
2 81200 11245 8440
2 81300 11744 8556
2 81400 11585 8483
2 81500 11700 8983
2 81600 11415 7957
2 81700 11671 8365
2 81800 11592 8364
2 81900 13868 11527
2 82000 12333 8485
2 82100 12259 8452
2 82200 12431 8699
2 82300 11412 8425
2 82400 11564 8415
2 82500 11496 9194
2 82600 11284 8604
2 82700 11868 8966
2 82800 11683 8173
2 82900 11735 8498
2 83000 12679 8662
2 83100 11619 8410
2 83200 12203 8511
2 83300 13314 10132
2 83400 11533 8577
2 83500 11839 8374
2 83600 11567 8485
2 83700 11497 8224
2 83800 11684 8356
2 83900 12634 8725
2 84000 12299 8591
2 84100 12019 8783
2 84200 11497 8760
2 84300 11814 9751
2 84400 13569 9319
2 84500 12604 8950
2 84600 11965 8867
2 84700 12030 8651
2 84800 12794 9045
2 84900 12061 8536
2 85000 11800 8658
2 85100 11817 8860
2 85200 12000 9559
2 85300 12369 8514
2 85400 12287 8684
2 85500 12107 8655
2 85600 12101 8522
2 85700 12694 8810
2 85800 12331 8743
2 85900 12889 8984
2 86000 12344 8905
2 86100 12132 9538
2 86200 12385 9121
2 86300 13227 10531
2 86400 14010 8925
2 86500 12804 9248
2 86600 11923 9512
2 86700 12563 9445
2 86800 12301 9523
2 86900 12351 8954
2 87000 11961 8768
2 87100 12884 10110
2 87200 12814 9095
2 87300 11981 8710
2 87400 12152 8578
2 87500 11907 8820
2 87600 11924 8462
2 87700 12559 8734
2 87800 12006 8699
2 87900 12283 8715
2 88000 12022 8872
2 88100 12029 8727
2 88200 12441 8785
2 88300 12399 9101
2 88400 12595 9226
2 88500 12666 9084
2 88600 12709 8981
2 88700 12464 9414
2 88800 12560 8724
2 88900 12367 8940
2 89000 13079 8772
2 89100 12386 8888
2 89200 12461 8902
2 89300 12644 9098
2 89400 12380 8976
2 89500 12201 8999
2 89600 12295 8581
2 89700 12437 8852
2 89800 12570 10782
2 89900 14832 8978
2 90000 12447 8970
2 90100 12600 8933
2 90200 12384 8965
2 90300 12303 9217
2 90400 12751 9404
2 90500 12351 9284
2 90600 12559 9270
2 90700 12676 9191
2 90800 12178 9036
2 90900 12531 9113
2 91000 12374 9203
2 91100 12745 8928
2 91200 12664 8703
2 91300 12772 9605
2 91400 12786 9146
2 91500 12720 9022
2 91600 12536 9166
2 91700 13115 9200
2 91800 12592 9560
2 91900 12438 9211
2 92000 12385 9070
2 92100 12570 8935
2 92200 12569 9143
2 92300 12529 8836
2 92400 12368 8956
2 92500 12616 9050
2 92600 12734 9404
2 92700 13059 9521
2 92800 12700 8853
2 92900 12648 9876
2 93000 12704 8884
2 93100 12555 8994
2 93200 12692 9209
2 93300 12976 9599
2 93400 12793 9343
2 93500 12669 9057
2 93600 13152 9057
2 93700 12827 9322
2 93800 12421 9421
2 93900 12930 9018
2 94000 12860 9623
2 94100 12867 9415
2 94200 12750 9040
2 94300 12727 8928
2 94400 12834 9268
2 94500 13283 9428
2 94600 13516 9430
2 94700 13244 9909
2 94800 12845 9911
2 94900 13474 9299
2 95000 13184 9607
2 95100 13058 9227
2 95200 13575 9138
2 95300 14270 9196
2 95400 13238 9399
2 95500 13131 9615
2 95600 14335 9185
2 95700 13074 10163
2 95800 13480 9573
2 95900 14175 9166
2 96000 12997 9134
2 96100 12575 8880
2 96200 12770 9042
2 96300 12753 10192
2 96400 13057 9068
2 96500 12849 9268
2 96600 12443 9249
2 96700 12836 9132
2 96800 12580 9028
2 96900 12624 8945
2 97000 12773 9263
2 97100 13188 9020
2 97200 12784 9130
2 97300 12675 9118
2 97400 13118 8951
2 97500 12668 9123
2 97600 12644 8983
2 97700 12627 9302
2 97800 13095 9395
2 97900 13862 13618
2 98000 14441 8910
2 98100 12901 9290
2 98200 12858 9065
2 98300 12660 8883
2 98400 12492 8685
2 98500 12857 9029
2 98600 13528 8965
2 98700 12913 8828
2 98800 12829 8768
2 98900 12857 8839
2 99000 12588 9085
2 99100 12853 9536
2 99200 13261 8676
2 99300 12698 9515
2 99400 13054 9289
2 99500 13066 8559
2 99600 12623 9035
2 99700 12532 8885
2 99800 13466 8705
2 99900 12835 9393
2 100000 13118 8647
