#type size merge hybrid_5 hybrid_10 hybrid_20 hybrid_30 hybrid_50
1 23100 11895 8776 7901 6901 6693 7810
1 23200 11987 8841 7940 6740 6672 8214
1 23300 12387 8312 7572 6957 6938 8158
1 23400 12427 8489 7907 6825 6918 8112
1 23500 11963 8531 7644 6875 6709 8385
1 23600 12051 8799 7790 7027 6993 8330
1 23700 11993 9473 8256 7694 7126 9439
1 23800 12896 9496 8225 7205 7687 8673
1 23900 12424 8608 8067 6951 6965 8153
1 24000 12264 8712 7706 7000 7029 8697
1 24100 13047 12263 9538 7165 7780 8704
1 24200 13791 9760 8700 7674 7828 8579
1 24300 14516 9869 8905 7666 7861 9470
1 24400 13759 10042 8538 7524 7522 8784
1 24500 13451 10394 9668 8261 8066 9581
1 24600 13298 10381 8913 7646 7623 8862
1 24700 14071 10249 8119 7237 7539 8853
1 24800 13116 9268 8067 7231 7179 8628
1 24900 13212 9254 7949 7460 8818 8945
1 25000 12683 9231 8302 7260 7300 8836
1 25100 13375 9377 8446 7690 7250 8851
1 25200 13237 10011 8540 7450 7550 8771
1 25300 13228 9532 8345 7364 7348 9296
1 25400 12894 9232 8332 7412 7334 8947
1 25500 13207 9480 8147 8243 7957 10048
1 25600 13234 9986 8885 7983 7488 9601
1 25700 14870 9613 8844 7645 7551 8753
1 25800 13344 9520 8344 7582 8309 8750
1 25900 13389 9823 8234 7691 11630 8303
1 26000 13481 9511 8261 7469 7484 7873
1 26100 13290 9502 8343 7638 7710 7781
1 26200 13367 10636 10283 10836 8446 8079
1 26300 13451 9870 8629 7656 7841 7771
1 26400 13616 9520 8382 7688 7803 7801
1 26500 13326 9626 8875 7956 8561 8207
1 26600 13780 9990 8946 7890 8674 7909
1 26700 14732 10415 9758 8301 7789 7905
1 26800 14027 9914 9281 8210 8664 8752
1 26900 14649 10393 8519 8013 8071 8639
1 27000 14181 10366 9099 8739 8280 9118
1 27100 14400 10381 9052 8180 8675 7863
1 27200 14727 10267 9321 8395 8169 8311
1 27300 13861 10013 8661 8117 8137 8282
1 27400 13919 10004 8678 7930 7936 8005
1 27500 13812 9871 9068 8853 8405 8270
1 27600 14059 10029 8865 7954 8333 8403
1 27700 14695 10548 8858 8183 8188 8241
1 27800 14910 10203 9051 8528 8522 8774
1 27900 14342 10412 9194 8393 8195 8565
1 28000 14478 10554 9382 8620 8600 8256
1 28100 14902 10606 8934 8464 9028 8742
1 28200 14510 10451 8845 8621 9162 12744
1 28300 16109 12012 14387 13608 11973 10153
1 28400 23672 10809 8889 8153 8678 8408
1 28500 14768 10414 9282 8361 8582 8593
1 28600 14879 10455 9150 8499 8746 8732
1 28700 14676 11169 10266 9829 9381 9053
1 28800 15819 11608 9498 8614 8716 8839
1 28900 15509 10483 9559 8964 9203 8859
1 29000 15392 10551 9494 9053 9364 9523
1 29100 16039 10590 11716 8697 8655 8861
1 29200 15233 10975 9868 8479 8659 8876
1 29300 14838 10831 9777 9540 9713 11677
1 29400 15510 11001 9241 8738 9442 9030
1 29500 15640 11679 9915 9132 9372 9174
1 29600 15646 10606 9464 8791 8971 9031
1 29700 15168 10696 9495 8875 9466 8942
1 29800 15240 10788 9489 9285 9164 9049
1 29900 15581 10848 9952 8617 9160 9641
1 30000 15464 11137 9858 8858 8968 8996
1 30100 16004 10939 10251 10397 9911 9222
1 30200 15955 10952 9730 8976 9468 9141
1 30300 15455 10954 9500 9227 9617 9672
1 30400 15544 11104 10065 9768 9609 10284
1 30500 17717 11937 11794 9127 9802 9920
1 30600 17224 13632 10760 10393 9961 9896
1 30700 15993 11264 9856 9523 9644 9343
1 30800 15814 11569 9700 9311 9515 9671
1 30900 17414 11398 9962 9112 9850 9757
1 31000 15916 11157 9684 8967 9450 9512
1 31100 15900 11634 9961 9363 9280 9736
1 31200 16741 11874 10044 9490 9737 9697
1 31300 16177 11621 10417 9214 9874 10281
1 31400 17038 11407 10077 9228 9740 10362
1 31500 17892 12264 9862 9417 9597 9758
1 31600 16391 12019 10066 9675 9839 9628
1 31700 16097 11563 9930 9409 10084 11012
1 31800 17863 11538 10484 9624 9346 9808
1 31900 16872 13004 10277 9274 9572 9877
1 32000 16280 11880 10410 9686 10044 10464
1 32100 16668 11440 10479 9659 9750 9757
1 32200 17262 11796 10693 11122 10159 10354
1 32300 16565 11534 11226 9416 9617 10593
1 32400 17316 11851 10363 10052 10096 10128
1 32500 16879 11814 10483 9631 9683 10276
1 32600 17122 12086 10797 9688 9644 10157
1 32700 16700 11884 10437 9464 9560 10360
1 32800 16565 11793 10340 9725 9712 10431
1 32900 17773 12418 11753 10732 10441 11196
1 33000 18699 13456 11414 10537 10537 11895
1 33100 18648 12915 11311 10486 10122 10845
1 33200 16912 11886 10761 9969 9768 10524
1 33300 17428 12053 10640 9962 10045 10690
1 33400 18288 12766 11247 10554 10705 11226
1 33500 19003 12783 12075 10821 10784 11104
1 33600 17135 11876 10619 9894 9845 11035
1 33700 17399 12238 10981 10031 9932 11524
1 33800 17714 12104 10863 9948 9932 10705
1 33900 17303 12019 11000 9985 10204 10599
1 34000 18329 12344 11184 10440 10120 10723
1 34100 17515 12008 10763 10096 10097 10888
1 34200 17799 12291 10856 10205 10087 10881
1 34300 18395 12439 10778 10066 10224 10803
1 34400 17570 12118 10820 10257 10113 11123
1 34500 18065 12342 10798 10330 10295 11076
1 34600 17902 12272 10813 10565 10336 10961
1 34700 18065 12232 10989 10277 10216 11032
1 34800 18090 12328 10921 10356 10179 11041
1 34900 18075 12315 11363 10324 10341 11031
1 35000 18264 12312 11005 10426 10243 11114
1 35100 18120 12341 11324 10433 10348 11173
1 35200 18266 12503 11221 10419 10359 11442
1 35300 18315 12508 11349 10527 10451 11657
1 35400 18205 12635 11053 10460 10449 11459
1 35500 18593 12465 11142 10498 10436 11437
1 35600 18385 12559 11305 10439 10458 11639
1 35700 18305 12622 11185 10533 10623 11550
1 35800 18467 12614 11715 10766 10746 11567
1 35900 18524 12644 11257 10657 10655 11729
1 36000 18640 12605 11350 10679 10863 11634
1 36100 18556 12796 11332 10729 10941 11579
1 36200 18580 13025 11351 10807 11149 11718
1 36300 18810 12824 11351 10715 10909 11848
1 36400 18670 12886 11494 10893 10808 12059
1 36500 18791 13005 11383 10897 10815 11785
1 36600 18821 12931 11567 10992 11032 11909
1 36700 19228 13051 11743 11484 11350 12498
1 36800 20449 13833 12317 11758 11739 13087
1 36900 20912 13508 12183 11227 11328 12406
1 37000 20034 14029 11779 11229 11508 12229
1 37100 20341 13188 12118 11196 13840 14067
1 37200 22274 14734 12170 11623 12001 12817
1 37300 20616 14108 13156 12050 11569 12211
1 37400 22027 14249 12546 12142 12101 21976
1 37500 20900 14301 12127 12096 11439 12264
1 37600 33240 22381 13844 15999 20677 12733
1 37700 21395 13311 12201 12024 11285 13048
1 37800 22539 16736 14731 13547 13069 13359
1 37900 19643 13324 12927 12255 12472 14330
1 38000 23138 14698 16194 12253 12690 13565
1 38100 19538 13994 13172 11910 12307 12921
1 38200 20435 13375 11962 11579 11978 13701
1 38300 21538 13811 12063 13815 11856 13319
1 38400 23660 14044 15799 12560 12032 17530
1 38500 23326 14849 12963 12286 11882 13437
1 38600 20888 14285 12328 11643 12833 14252
1 38700 20580 14317 12047 12116 14454 14870
1 38800 20422 15394 12727 12414 14063 16233
1 38900 24931 14190 12528 11771 11857 13377
1 39000 21112 14152 12964 12697 12846 13497
1 39100 21620 14252 12923 12662 12614 13859
1 39200 23438 15009 13084 13261 12759 13820
1 39300 21597 61550 14696 30708 14366 15266
1 39400 21484 14500 12546 12547 12299 14106
1 39500 22250 15434 13058 13044 12428 14461
1 39600 22599 14719 13401 12527 12667 15328
1 39700 21912 15204 14862 13513 12907 13988
1 39800 22101 15201 13167 12889 12611 13962
1 39900 21830 15202 13123 12342 13306 14353
1 40000 23802 16191 13855 12653 12279 13813
1 40100 22260 14768 13938 12922 13947 14816
1 40200 21763 15397 13582 12872 12705 14381
1 40300 22491 14973 13155 12992 12732 14657
1 40400 21965 14353 13182 12631 12551 26015
1 40500 23186 14955 13298 12402 12568 14237
1 40600 21692 15664 13333 17973 13353 14291
1 40700 23683 14407 12712 12372 12625 14402
1 40800 21653 14184 20008 14027 12493 14308
1 40900 21473 14784 12984 13295 12910 14849
1 41000 22640 19749 13518 13417 12369 13889
1 41100 21368 14655 13455 12516 12647 15685
1 41200 25983 16460 14236 13132 12942 14527
1 41300 21417 14683 15765 15793 12949 14648
1 41400 21487 15215 13345 12590 12901 14339
1 41500 21947 15599 13730 15316 13389 14588
1 41600 22019 14893 13656 13128 12900 14266
1 41700 22103 14883 13895 14019 16342 14490
1 41800 22172 14843 13357 13187 12389 14424
1 41900 22520 15469 13442 12676 12609 14228
1 42000 21806 14938 13948 12802 13008 16467
1 42100 22026 14784 13645 12954 12627 14400
1 42200 21788 15057 13590 13092 12658 15443
1 42300 23030 15101 13667 13360 12986 14775
1 42400 22563 15158 13861 22741 13308 14646
1 42500 21970 15078 13656 13051 12785 14485
1 42600 22664 15566 14069 13087 12945 14594
1 42700 22890 16019 14046 13182 13246 15086
1 42800 22622 15478 16764 14502 17466 14688
1 42900 22288 15290 14003 13365 13319 15212
1 43000 22175 16018 13989 13622 13024 15375
1 43100 22555 15509 14468 13447 13375 15462
1 43200 22501 15951 15001 13699 13186 15166
1 43300 23474 16209 15251 13470 13440 15211
1 43400 23137 15721 14773 14032 13534 15225
1 43500 23058 16343 14746 13807 13149 14960
1 43600 23392 15849 14740 14068 13226 15299
1 43700 22660 16025 14553 13729 13159 15111
1 43800 22990 16599 15041 13976 13592 15436
1 43900 23560 16536 15437 14168 13336 15383
1 44000 24133 18625 15463 14264 13540 15872
1 44100 22819 16387 15307 13712 13979 16011
1 44200 23646 17094 15477 13876 13411 15352
1 44300 23341 16675 15180 14422 13968 15660
1 44400 23159 16636 15285 13919 13446 15343
1 44500 24699 16669 16381 14360 14505 16419
1 44600 23984 16299 15623 13984 13541 16134
1 44700 23915 16540 15588 14314 13891 16034
1 44800 23750 16983 15702 14560 13920 16350
1 44900 24082 17370 15855 14897 14059 16498
1 45000 24913 16997 15882 14514 14038 16447
1 45100 24247 17214 15904 14158 14835 16379
1 45200 24983 17577 15960 14755 14162 16594
1 45300 24551 17207 16172 14920 14801 16084
1 45400 24204 17830 15713 14664 14031 16205
1 45500 25561 17704 15880 14174 14340 16254
1 45600 24182 17549 16096 14925 14272 16608
1 45700 24533 17674 16236 14751 14146 16695
1 45800 24886 17504 15881 14862 14262 16341
1 45900 23873 17255 15719 14356 14319 17036
1 46000 24853 17769 15993 14287 14860 16607
1 46100 24616 17666 16254 15286 14798 17131
1 46200 24619 17848 16204 16215 14280 16811
1 46300 24604 18022 15918 15043 14142 16629
1 46400 24649 17473 15883 15188 14486 16904
1 46500 24673 17758 15991 15158 14372 17140
1 46600 25142 17804 16084 14957 14552 17180
1 46700 25389 17713 16079 14487 14845 16884
1 46800 25409 18203 16232 14924 14559 17511
1 46900 24809 18364 16672 15215 14984 17440
1 47000 24547 32227 22433 15223 14650 17686
1 47100 27508 25435 17572 14664 14622 17155
1 47200 25214 17968 19329 17239 15112 17743
1 47300 25424 18173 16532 15013 14790 17202
1 47400 25330 18367 16527 18938 17338 20248
1 47500 26435 19875 17079 19683 17806 17796
1 47600 29178 20370 19329 15466 16889 18023
1 47700 27507 22500 20314 16034 19639 21019
1 47800 32839 19627 16498 15088 14814 19607
1 47900 26060 18579 17350 15939 15300 19909
1 48000 28582 20167 17508 16016 15167 19433
1 48100 25589 20648 16921 15917 15135 17779
1 48200 25601 18820 17299 15650 15350 18650
1 48300 26654 20626 17913 16178 17210 20921
1 48400 27812 19906 17364 15141 15035 17657
1 48500 25510 19222 17469 15322 15821 17931
1 48600 27075 19260 16828 15172 15027 18379
1 48700 26315 19258 16933 15577 15603 18725
1 48800 27184 19736 16913 15647 15979 18154
1 48900 25648 20221 18186 15477 15234 18201
1 49000 25988 19321 16934 17100 15351 19502
1 49100 29202 20795 17937 16973 15601 18524
1 49200 25807 19549 17853 15635 15220 18973
1 49300 27836 20417 18549 17560 15249 18079
1 49400 26877 20064 18390 16626 17731 19345
1 49500 27126 20220 17932 15927 15545 18187
1 49600 28187 19474 17191 15825 17125 18538
1 49700 28003 20980 19041 15717 15535 18392
1 49800 26355 22162 18854 17350 17235 21123
1 49900 27056 20212 17389 16102 17388 19791
1 50000 27356 20336 18139 15562 15852 18856
1 50100 27617 20627 19983 17259 18169 18920
1 50200 26501 19804 18873 16368 15788 19154
1 50300 27050 22539 17520 15812 15582 18718
1 50400 28269 19994 17935 16023 16087 19407
1 50500 30040 21765 19477 16523 16054 18962
1 50600 27108 21080 17754 16149 15772 18858
1 50700 28169 20063 17524 16427 16180 19898
1 50800 28539 20735 19930 16187 16326 19005
1 50900 27743 23077 19368 17278 17113 21078
1 51000 27625 19987 17832 16946 16119 19672
1 51100 27330 21176 18062 16367 16113 19424
1 51200 27671 21617 17687 15857 16295 19731
1 51300 27782 20445 17982 17182 16271 19570
1 51400 30826 21842 17579 16577 16424 19900
1 51500 30222 20906 19519 17659 16722 18332
1 51600 27465 20704 18999 16424 16494 18866
1 51700 27930 21305 21111 16409 16303 17940
1 51800 30714 20592 18132 17089 16688 18201
1 51900 29504 21455 18540 17131 18196 17539
1 52000 27881 20065 18449 17401 16406 17102
1 52100 28384 20999 18522 17358 18268 18503
1 52200 27903 20554 18256 16511 16310 16712
1 52300 27948 20405 18011 16311 16622 16835
1 52400 27750 20498 17983 16705 16842 16409
1 52500 27626 20761 18346 16293 16510 16389
1 52600 27991 20572 17946 16456 16599 16592
1 52700 27900 20540 17795 16683 16856 16426
1 52800 28087 20631 17909 16457 17884 17043
1 52900 28054 21050 18421 16781 17282 16823
1 53000 28059 22894 19585 16539 17423 17865
1 53100 29221 22430 18876 17260 17431 17039
1 53200 29539 22162 19030 17227 17115 17611
1 53300 29604 21102 18638 17334 17914 17527
1 53400 28658 22302 18891 18203 17285 17753
1 53500 28883 21690 18862 17714 17466 18342
1 53600 30244 21425 19254 17505 17882 17235
1 53700 30217 22088 19020 17612 17385 17573
1 53800 30481 22453 19260 17711 17978 18358
1 53900 29337 22147 19145 17480 17727 17908
1 54000 29661 21847 19182 17472 18159 18171
1 54100 30082 21619 19097 17678 17619 17951
1 54200 29819 22023 19539 17815 18032 18224
1 54300 30758 21526 19579 17568 18520 17706
1 54400 30590 21470 19887 17917 17524 18060
1 54500 30270 21856 19125 17746 17537 18293
1 54600 30403 21911 19716 17917 18056 17925
1 54700 30293 22251 19187 17872 18046 18072
1 54800 30155 21412 19109 18098 17792 17559
1 54900 31322 23144 19029 17533 17523 18543
1 55000 30027 21522 22898 19480 19720 21226
1 55100 32713 24134 21288 21104 20605 22045
1 55200 35675 24277 21168 21582 19943 20041
1 55300 32487 21993 19344 17814 18358 17854
1 55400 31399 21986 19721 17287 18425 18243
1 55500 33343 23174 20608 18835 18501 18567
1 55600 30851 21545 19734 17918 18795 17818
1 55700 29952 22335 19555 18272 19385 18653
1 55800 34024 22102 18848 17932 18025 26296
1 55900 30730 21848 19185 17513 18234 19204
1 56000 30013 21891 19320 18482 17876 18065
1 56100 34013 23418 19059 18254 19079 19413
1 56200 31411 21612 19384 17937 19898 18788
1 56300 30844 22349 19274 17699 18367 18176
1 56400 30493 24047 20699 18892 18770 18447
1 56500 30031 22205 20338 18001 18373 18213
1 56600 31081 23070 19198 18089 19164 18391
1 56700 30312 21865 19775 18062 20178 19094
1 56800 31229 22417 20165 18021 18821 18773
1 56900 32705 22495 20631 19037 18560 18828
1 57000 30016 21831 19367 17785 18152 18164
1 57100 30137 21769 19379 17744 19738 18443
1 57200 30776 22567 19490 17855 18572 18297
1 57300 30396 22018 20054 18021 18588 18578
1 57400 30299 22326 19619 18481 18577 18387
1 57500 31723 22140 19703 18568 19052 18503
1 57600 30333 22036 19450 18077 18477 18749
1 57700 30636 22333 19602 18284 18468 18830
1 57800 31166 22208 19530 18474 18934 18598
1 57900 30620 22133 19588 21464 19819 19072
1 58000 30638 22124 19601 18104 19838 19143
1 58100 30710 22603 19635 18136 18881 18551
1 58200 30816 22525 19752 18300 18816 18658
1 58300 30890 22373 19763 19144 19248 19122
1 58400 30946 22362 20626 18607 19116 19423
1 58500 31218 22676 19753 18330 20674 18704
1 58600 31381 22523 20148 18403 18930 19087
1 58700 31119 22743 20075 18369 19078 18936
1 58800 31062 22541 19971 18589 19073 19393
1 58900 31405 22740 19896 18375 19049 18981
1 59000 31467 22560 19995 18610 19034 19249
1 59100 31234 22427 19821 18379 19028 19692
1 59200 33507 22832 21034 18801 19325 19319
1 59300 31449 22523 20034 18591 19216 19322
1 59400 31453 22512 20174 18890 19230 19211
1 59500 32774 22655 20061 18914 19525 19247
1 59600 31759 22785 20106 18596 19932 19222
1 59700 31476 22667 20588 19409 19811 19559
1 59800 31556 22920 20427 18899 19458 19466
1 59900 32004 22970 20267 18736 19631 19724
1 60000 32317 23336 20393 18707 19644 19918
1 60100 32146 22850 20784 18833 19530 19390
1 60200 31771 22996 20823 18868 19614 19998
1 60300 32329 23002 20503 19011 19594 19874
1 60400 32220 23156 20414 18918 19647 19669
1 60500 32914 23336 20480 19015 19572 19689
1 60600 33958 23101 20546 19162 19677 19749
1 60700 32143 23187 20681 19181 19880 19739
1 60800 31986 24106 20516 19218 19760 19714
1 60900 32722 23104 20514 19173 20158 20404
1 61000 32395 23179 21004 19118 20069 19824
1 61100 32965 23156 20803 19022 20006 19766
1 61200 32744 23765 20716 19519 20362 20045
1 61300 32711 23209 21301 19188 20526 20398
1 61400 32839 23137 20690 19288 20298 20155
1 61500 32701 24030 20923 19278 19974 20347
1 61600 32805 24397 21616 20093 20044 20364
1 61700 35420 23831 20740 19650 20053 20119
1 61800 34735 24507 23686 22203 22487 24430
1 61900 33854 24002 21325 20129 22766 21125
1 62000 33672 49455 21373 19892 20254 20614
1 62100 33866 28681 22165 20304 20329 20364
1 62200 34778 23673 21967 22246 21148 21168
1 62300 32963 24250 21143 19716 22028 21435
1 62400 35595 25352 21638 19740 20539 20845
1 62500 35664 24381 21221 22683 24329 21912
1 62600 33957 25329 22816 22199 20644 20517
1 62700 49388 32004 29916 28074 20066 20910
1 62800 38240 23924 22085 20491 20383 21965
1 62900 34811 24324 21206 20110 21075 22018
1 63000 33937 25134 22333 21951 19998 20790
1 63100 34240 24764 21397 20449 23467 21445
1 63200 34210 24714 24328 22433 22751 21893
1 63300 35041 25080 21448 20424 20832 21402
1 63400 34298 24242 23676 21396 21936 21910
1 63500 36484 26599 23525 20520 21807 24015
1 63600 37230 25110 22822 21834 20717 20839
1 63700 37073 24704 21840 20175 20556 21713
1 63800 34657 24655 21869 20249 20075 21005
1 63900 34891 24897 21954 20397 20325 21217
1 64000 34581 24239 21761 20400 20121 21183
1 64100 34351 24976 22017 20487 20377 21961
1 64200 34507 25179 22362 30372 28603 22197
1 64300 37464 34355 25699 20756 20610 21881
1 64400 34881 25091 22868 21696 22030 22793
1 64500 35159 26420 24691 21194 22537 22955
1 64600 36777 25188 22656 25778 24890 26818
1 64700 41156 27487 22723 21782 23494 22127
1 64800 38265 25644 25861 23899 21986 24712
1 64900 35759 26269 23019 21673 21718 23136
1 65000 36176 26559 23106 24864 22866 23995
1 65100 42276 30366 26641 27553 24532 28503
1 65200 45137 26322 22578 21325 22056 71338
1 65300 57630 24607 26414 20974 21018 22243
1 65400 35779 30170 24660 21899 22061 23011
1 65500 36676 25792 22623 22306 21979 24007
1 65600 36941 26135 24749 22625 24192 30678
1 65700 38983 28014 22706 23546 23477 25721
1 65800 36326 26323 23886 21748 22541 23697
1 65900 36323 26435 23001 21331 21988 23100
1 66000 38007 27374 24519 22450 22552 23256
1 66100 37006 26455 23304 21900 22346 23531
1 66200 37402 28098 26100 22171 22494 23746
1 66300 37324 26239 23113 22158 22577 23108
1 66400 37430 26330 24705 22679 21996 23538
1 66500 35956 26607 23112 21860 21787 22877
1 66600 36728 26221 24168 21891 22618 23652
1 66700 37000 26528 23808 22211 22545 23306
1 66800 38893 30306 23273 21488 22205 22976
1 66900 36149 25771 23757 22571 22618 23795
1 67000 37513 26898 24167 21956 21584 24203
1 67100 37264 26339 23116 22573 22461 24304
1 67200 37914 26414 23902 22234 21805 25481
1 67300 37527 28480 24219 22719 22425 23513
1 67400 37505 27098 24173 22784 22454 23694
1 67500 38757 26879 23899 22712 22644 23552
1 67600 38211 26182 24461 22790 22669 24240
1 67700 38265 27212 24910 23207 22122 24103
1 67800 38714 27763 23910 22930 23486 24438
1 67900 38391 27835 24216 22806 23056 24742
1 68000 38571 26978 24280 23050 23021 24437
1 68100 37787 27411 24596 23002 22716 24123
1 68200 38695 26599 24543 23304 22419 24410
1 68300 38460 27299 24333 22842 22370 24354
1 68400 38675 27775 24638 23335 23163 24140
1 68500 37643 27593 24731 23131 23360 24331
1 68600 38391 26934 25181 23555 23063 24499
1 68700 38592 28126 25429 23019 22947 24885
1 68800 39111 27363 23591 23454 23615 24722
1 68900 39162 27614 24713 23344 22628 24740
1 69000 38331 27399 24226 23233 23306 24439
1 69100 38151 28092 25085 23487 23246 24423
1 69200 43224 27181 24013 22313 22111 24717
1 69300 40771 28229 24864 23256 23677 24895
1 69400 39285 26803 25169 23233 23255 24404
1 69500 40171 29465 26474 24516 24562 26139
1 69600 42773 36067 24442 22624 22736 24363
1 69700 37301 27928 24503 22525 22239 23764
1 69800 37762 28640 24078 23161 23925 24584
1 69900 38220 27829 25292 22926 23219 28369
1 70000 37793 26497 23801 22383 24043 25733
1 70100 39970 28132 25346 24609 24016 25279
1 70200 39066 27934 24065 22687 22921 25331
1 70300 38824 27350 24013 23304 23467 25743
1 70400 40028 31224 24012 22635 22427 24667
1 70500 40331 28345 24768 23640 24116 26111
1 70600 40233 26591 24589 23475 23004 25022
1 70700 37844 28056 24105 22927 23030 26292
1 70800 38450 27010 25127 23498 23632 24426
1 70900 39415 27750 25241 24525 23442 27751
1 71000 38911 29258 24854 25841 24498 26835
1 71100 40459 27548 26184 27493 24255 26768
1 71200 46012 27653 27787 26135 25290 26615
1 71300 38768 29876 29712 22991 22992 25127
1 71400 38875 28991 26832 24017 23403 25955
1 71500 40225 27618 33115 27428 25758 26649
1 71600 42038 27790 24498 23331 23890 26244
1 71700 40261 33110 24581 24240 23657 29470
1 71800 43753 28566 26131 25032 26045 31808
1 71900 42863 29642 25266 24456 24109 26225
1 72000 39483 28910 25284 23590 31270 26827
1 72100 42114 28794 25466 23426 23309 25937
1 72200 42078 28141 25225 24686 24459 25767
1 72300 39856 27642 25334 24278 23570 26145
1 72400 41417 28704 24708 23339 24157 26781
1 72500 39319 36951 26140 24357 24451 25289
1 72600 41341 29565 24438 23400 23653 26930
1 72700 40051 27311 25365 24126 25181 26419
1 72800 41290 27552 27041 23670 23863 27116
1 72900 39703 28940 28205 23827 23305 25984
1 73000 41827 30097 27286 27010 25599 26630
1 73100 40349 28374 24875 23611 26789 26201
1 73200 40074 28629 25359 24914 26566 26501
1 73300 41758 29690 25132 23517 23703 25981
1 73400 40883 28063 25333 24206 23572 25935
1 73500 40906 32281 28542 29162 29474 28871
1 73600 45628 29771 31336 23951 24337 25713
1 73700 42639 34531 29065 24666 25254 26391
1 73800 40997 29176 25466 25201 24920 26995
1 73900 41342 28332 25777 23480 24841 26587
1 74000 40435 29335 26498 23934 23776 27222
1 74100 41183 29071 25846 24633 24625 26031
1 74200 40807 35100 27338 25736 25171 27572
1 74300 42040 28590 25615 27381 27755 28978
1 74400 40009 29338 27992 23909 26455 26255
1 74500 41782 31025 26397 26262 25189 28520
1 74600 43144 29279 25739 24880 25615 29042
1 74700 41183 31076 27050 25305 27343 26423
1 74800 42281 31597 28640 27454 27208 27965
1 74900 41119 28408 25959 25444 25467 27009
1 75000 44007 31119 27888 25866 27275 26872
1 75100 41730 28423 25959 25226 24435 27298
1 75200 40898 33908 28335 25535 24557 26733
1 75300 42058 30581 25720 24522 25039 27014
1 75400 41644 30800 28271 30112 25071 26631
1 75500 42700 32601 25922 29089 24571 27229
1 75600 41785 29322 26370 25032 25293 29430
1 75700 41838 29400 32892 33774 34485 36228
1 75800 49300 29476 26869 25981 25812 28505
1 75900 44109 39887 30710 25069 24211 27948
1 76000 41113 33793 26636 25017 24917 27429
1 76100 42358 30024 28269 24220 25254 27035
1 76200 42894 29735 26606 25440 25330 27579
1 76300 57724 44607 36340 30989 27009 29729
1 76400 43325 28637 27528 28852 27635 30345
1 76500 50842 29476 26090 25546 24849 26816
1 76600 41292 28886 26247 25266 25496 28915
1 76700 42620 29178 27009 25311 25163 27800
1 76800 42289 29219 26432 24963 24950 27660
1 76900 42725 29685 26704 25205 25561 28007
1 77000 42167 30783 26259 25346 25592 27820
1 77100 42330 29793 26126 25304 25427 29582
1 77200 42898 29758 26351 25480 25538 27664
1 77300 42787 29150 26393 25582 25152 27528
1 77400 42407 29423 26828 25303 25346 28413
1 77500 46744 30750 26879 26441 25675 29155
1 77600 43926 30596 27580 28655 25439 30323
1 77700 44442 33767 32717 27849 26250 28888
1 77800 44653 29471 26842 26355 26275 29576
1 77900 46747 35364 30720 28000 25949 29867
1 78000 46953 30219 26686 25771 25315 30364
1 78100 44317 30666 34715 26853 26291 30940
1 78200 46651 30429 26670 25471 25867 28740
1 78300 43714 30915 28470 26110 26580 28927
1 78400 44263 30876 27775 26493 26292 28947
1 78500 44976 30904 28635 26261 26113 29325
1 78600 45075 33176 28779 26588 26507 29840
1 78700 45046 31760 27625 29650 29469 31340
1 78800 43693 31708 28025 27357 26899 30658
1 78900 49196 35428 27509 26675 26627 29093
1 79000 44336 29753 27640 25812 25859 28851
1 79100 43222 30431 27023 25828 26601 28465
1 79200 43838 30566 26861 26263 25842 28845
1 79300 43570 30215 27216 26004 26621 28943
1 79400 43773 30021 27151 25892 26194 28780
1 79500 44195 30980 27326 25891 26786 29124
1 79600 44213 30487 27612 25910 25812 29233
1 79700 43200 30130 27123 26271 26557 28959
1 79800 43771 30076 27477 26082 26371 28987
1 79900 43444 30059 27295 26279 26672 29469
1 80000 43492 30132 27244 26486 26236 29164
1 80100 43712 30187 28129 26608 27034 29812
1 80200 44259 30206 27493 26534 26374 28917
1 80300 44215 30746 27909 27770 28719 30664
1 80400 44571 33175 28382 27033 27163 31720
1 80500 46293 31387 27606 27748 26738 29817
1 80600 44955 30761 27671 26733 27614 30601
1 80700 44637 30858 27991 26819 26749 29619
1 80800 44388 30772 27857 26963 27003 29797
1 80900 45109 30677 27928 26648 26939 29946
1 81000 44161 32165 28272 26777 26880 29569
1 81100 44700 32321 28582 27100 26787 29591
1 81200 44148 30224 27694 27266 26502 30790
1 81300 47658 31051 27909 26776 26918 30909
1 81400 44969 31028 27668 26835 26882 30182
1 81500 44784 31374 27309 27688 29461 32327
1 81600 54159 34321 29117 28226 29104 31093
1 81700 46184 37501 29554 28215 30057 30701
1 81800 44619 31235 27748 27204 27396 33298
1 81900 46018 31599 28462 28046 28484 32281
1 82000 46351 30424 28555 29201 29321 29919
1 82100 44681 30681 28093 27154 29090 29990
1 82200 45281 33084 28750 28894 29940 29839
1 82300 45614 31541 28839 27057 27292 31343
1 82400 45785 31437 27612 27949 27983 30018
1 82500 45918 31994 29417 28113 27168 33354
1 82600 44997 31507 28675 28261 27528 36140
1 82700 54051 35150 28455 27112 27246 30462
1 82800 46101 34073 30121 28295 28225 33941
1 82900 44796 31935 28509 28740 27237 31182
1 83000 46319 32328 29649 30686 28436 31928
1 83100 51327 32699 29374 29887 27626 30914
1 83200 47369 35106 35297 33518 31106 41038
1 83300 45932 32088 29759 27864 27122 31972
1 83400 49922 40600 29369 28247 27899 30815
1 83500 47870 32531 37444 28051 27200 30481
1 83600 46909 32824 29661 28831 28303 31777
