#type size merge hybrid_5 hybrid_10 hybrid_20 hybrid_30 hybrid_50
0 61200 44007 35320 31556 30231 29518 28757
0 61300 51979 34994 33066 31137 29467 29213
0 61400 46233 34720 33420 30721 31791 31767
0 61500 46795 34875 32419 30268 29626 29146
0 61600 45199 34699 32395 29764 29622 31036
0 61700 45034 35928 36020 31287 29735 30114
0 61800 44721 34807 33113 30447 29549 30699
0 61900 47300 35328 35805 31687 30539 33670
0 62000 46111 38706 32087 30090 30046 30075
0 62100 45266 37189 32098 30863 30472 29507
0 62200 44084 34956 32171 30656 30472 29696
0 62300 44976 36152 33217 31031 29958 29040
0 62400 44024 36317 33948 30793 30423 29774
0 62500 44599 35534 32665 30994 30234 29671
0 62600 44871 35603 33236 30250 31262 29568
0 62700 58320 44393 32191 30193 30339 30759
0 62800 44972 37678 33090 31949 30730 30336
0 62900 45927 36370 32443 32081 32119 31098
0 63000 45760 35427 32546 30433 30168 29743
0 63100 52656 35474 33078 31408 33412 30766
0 63200 46416 39264 33054 32359 32237 29935
0 63300 46321 37099 34507 33989 36446 31773
0 63400 51253 35618 32674 31620 31181 37401
0 63500 44953 35528 33063 35489 32322 30210
0 63600 44741 35753 37851 30670 30630 30571
0 63700 45302 41510 32903 31021 32202 36687
0 63800 62628 47825 33069 30571 35110 34189
0 63900 46982 37293 34245 31562 31792 30699
0 64000 46382 37568 33473 31192 31330 30989
0 64100 52022 36868 34091 31260 35220 31063
0 64200 44959 36353 34764 36370 31521 30666
0 64300 46473 38018 36947 34357 31621 30690
0 64400 47966 36795 32827 32598 32009 35230
0 64500 48150 36596 34236 33509 35089 30798
0 64600 45101 36742 36567 31832 33093 30924
0 64700 48681 37236 33447 32426 32080 33644
0 64800 55491 36473 33459 36198 35465 31911
0 64900 46828 36686 36391 32890 31708 31100
0 65000 46400 41406 33614 31388 31712 30854
0 65100 47206 40389 34801 34657 31936 34794
0 65200 46372 36096 34236 32573 35991 31500
0 65300 46516 36248 37718 35763 31736 32649
0 65400 49244 45513 33285 31641 32508 31057
0 65500 50586 35971 33950 32472 35432 31572
0 65600 45642 37127 34908 33427 32651 31424
0 65700 46637 36426 36904 32271 34018 33044
0 65800 47714 37735 34414 33095 36944 33690
0 65900 46943 36954 33967 32227 36568 31515
0 66000 47762 38376 34216 33277 34950 32524
0 66100 47119 36837 33804 32000 32165 31102
0 66200 49435 37010 34056 32320 32250 31814
0 66300 59111 43696 35663 41976 35677 40041
0 66400 47590 36779 37183 37482 32017 33040
0 66500 46968 38177 34703 32858 33513 33519
0 66600 47902 37957 34337 32141 32588 32358
0 66700 48613 40533 36961 32762 35397 32481
0 66800 46674 38208 35447 33061 33618 35761
0 66900 55445 38124 36233 34469 33722 32987
0 67000 48847 37343 101876 36179 32286 33093
0 67100 49240 43040 35318 32598 33426 34656
0 67200 49667 39387 36761 33647 49436 37044
0 67300 49875 37360 35003 34171 34388 33840
0 67400 49599 39007 36070 33598 33824 32562
0 67500 48279 38366 35458 36660 34809 38791
0 67600 48427 37946 39236 35347 38696 36055
0 67700 57749 41348 40013 34930 35340 34411
0 67800 50745 40014 37577 33576 33586 33127
0 67900 48402 39051 37231 34806 35419 34327
0 68000 50984 39800 35284 33122 33809 33174
0 68100 50274 38293 35443 33569 33903 33689
0 68200 49855 38049 36798 34382 34032 33004
0 68300 50598 37974 36425 34043 33912 33026
0 68400 48632 40163 36296 34059 35336 32925
0 68500 50077 39395 36803 34296 33879 32802
0 68600 52907 40281 39233 37778 34781 33377
0 68700 49541 39564 36001 34554 35042 35195
0 68800 51557 38425 35640 33340 44455 40949
0 68900 51628 42335 37448 35125 34103 32989
0 69000 58247 40400 35841 35415 34889 34052
0 69100 51511 39235 36153 34115 33615 48001
0 69200 50803 39250 36231 34397 34455 34139
0 69300 49257 38464 35513 33871 34217 33224
0 69400 48990 39188 36056 33817 33795 33198
0 69500 49180 38774 35633 33613 33862 33500
0 69600 49201 38597 35792 34371 33794 33392
0 69700 49275 38755 35929 34474 34014 33221
0 69800 49363 38659 35894 33722 34280 33727
0 69900 49379 39202 36602 33738 34121 33740
0 70000 49858 39224 36012 33959 34314 33599
0 70100 49699 39396 35780 34220 34325 33675
0 70200 49860 38880 36046 34515 34304 33475
0 70300 50193 39084 35972 33984 33914 33738
0 70400 50105 38922 36274 33976 34160 35023
0 70500 49565 38911 36008 35457 34181 33773
0 70600 50283 39907 36179 33993 34468 33756
0 70700 50420 38939 36049 34397 34306 33859
0 70800 49890 39362 36547 34547 34929 33828
0 70900 50234 39113 36182 34295 34290 34286
0 71000 50342 39214 36668 34360 34136 33803
0 71100 50170 39361 36431 34725 34542 35604
0 71200 51223 39891 36423 34401 35124 34049
0 71300 50499 39775 37070 34702 34757 34295
0 71400 50982 39635 36621 34903 35260 34179
0 71500 51337 39472 36620 34603 35007 34280
0 71600 50646 39796 37834 34887 35334 34663
0 71700 50952 39774 36471 35030 35089 34222
0 71800 50649 40329 36570 34545 34857 34605
0 71900 54577 43029 37489 34765 35968 37337
0 72000 52036 56518 43069 36017 35902 36457
0 72100 60414 40468 37043 36205 36454 35956
0 72200 51835 40760 40808 35104 35519 34328
0 72300 53553 39679 37341 35486 36116 36092
0 72400 52291 40679 38733 36019 37985 38754
0 72500 53716 44154 37565 37787 35979 36240
0 72600 52184 40697 38771 37906 36575 41682
0 72700 53628 40712 37209 35290 35415 37265
0 72800 53672 41332 38504 35927 35978 34762
0 72900 51746 43940 43331 37284 35944 35944
0 73000 52073 40226 37258 35600 38798 35536
0 73100 52172 40599 37114 36374 36083 35167
0 73200 52368 49717 44331 37764 44829 38903
0 73300 62370 41556 37609 35834 36657 36172
0 73400 54911 41743 37974 36161 35570 35877
0 73500 52253 40220 37665 36213 36390 40758
0 73600 60256 46157 39690 37480 46501 39669
0 73700 56724 40864 39802 37762 36091 35549
0 73800 57599 50528 41102 39089 39726 39458
0 73900 56937 43848 39576 40989 36208 35993
0 74000 54655 41819 40389 38033 35878 36593
0 74100 58355 40585 38418 37577 37774 36983
0 74200 57927 44056 40585 36750 37521 36922
0 74300 54616 42926 39517 36616 36654 36270
0 74400 53910 41067 38417 37769 46552 40394
0 74500 58056 41502 40125 40909 41500 50187
0 74600 55545 44480 39511 36551 38344 42771
0 74700 57488 45035 41388 43543 38690 37084
0 74800 59004 43997 39473 36839 36327 37466
0 74900 55119 43131 40055 37500 41512 38544
0 75000 55737 44484 40677 39285 39493 37299
0 75100 61580 44746 38617 40154 41981 37669
0 75200 55852 48223 39348 37900 41210 36192
0 75300 54268 47330 41679 38608 37846 37067
0 75400 53428 42436 39431 36914 42427 45058
0 75500 60713 45650 41174 44739 40437 49483
0 75600 53928 42355 39420 38718 41046 36994
0 75700 58072 42375 39751 37023 37403 37016
0 75800 55696 42279 40657 40025 40875 39194
0 75900 57113 42658 40573 37302 38449 38443
0 76000 55405 46120 42362 39473 38901 37890
0 76100 54600 45399 40797 37911 37049 37475
0 76200 58488 43357 39614 37545 40802 38216
0 76300 55272 49288 39293 37334 37130 36946
0 76400 54589 47286 40521 37604 38806 37486
0 76500 55091 42473 39708 38895 36979 37263
0 76600 56925 43391 41284 37334 37276 38952
0 76700 57278 43490 39878 38221 42961 39593
0 76800 77323 42592 40278 42499 39764 38578
0 76900 55637 42692 40949 38311 37875 36831
0 77000 54719 42423 39181 38265 37741 37757
0 77100 55805 43602 39767 38785 37698 38123
0 77200 54808 42803 39255 37691 38550 37838
0 77300 55547 43119 39804 37708 37512 37445
0 77400 55587 42742 39270 37991 38077 38020
0 77500 55282 43906 39931 38157 37501 37636
0 77600 55405 43046 40051 38108 37962 37647
0 77700 55586 43586 39925 37925 37854 37574
0 77800 55716 42897 39840 38355 37893 37644
0 77900 55942 43318 39804 38066 37889 38167
0 78000 56166 42888 40213 39848 41024 43322
0 78100 56618 43931 40530 38419 38087 38273
0 78200 55799 43281 40826 38140 39719 38037
0 78300 56308 43476 40247 42364 38701 37825
0 78400 55975 43193 42579 43441 38322 38013
0 78500 57527 44106 40499 38819 39211 38243
0 78600 56499 43808 40613 38227 38213 38777
0 78700 57052 43194 40309 38678 38527 38611
0 78800 56512 43558 43640 38520 38358 37840
0 78900 56456 43368 40459 38835 38805 38365
0 79000 85275 45635 39788 38205 39304 38870
0 79100 57256 43297 40638 38808 38393 38052
0 79200 56777 44214 40461 39094 38883 38675
0 79300 56561 43914 41044 39197 38392 38616
0 79400 56499 43743 40502 38659 38887 39054
0 79500 56618 43824 41298 38890 38527 38741
0 79600 56902 43771 40528 39310 39104 38952
0 79700 56794 43686 41725 38656 39028 45459
0 79800 66868 43755 47269 42473 39276 39002
0 79900 57443 45974 41336 39055 38812 39295
0 80000 56810 43809 41335 39469 39231 39613
0 80100 58592 45013 40890 39163 39280 39385
0 80200 57839 44586 41436 39280 39088 39048
0 80300 59487 45229 41316 39386 39552 39268
0 80400 57828 44308 41371 39770 39699 38990
0 80500 57855 44477 45034 40147 40173 39197
0 80600 57811 45394 41517 39499 39208 40290
0 80700 58094 44538 42335 39399 39694 39572
0 80800 57805 44985 42345 39511 39716 39765
0 80900 58255 44650 42286 39923 39764 39401
0 81000 59059 45677 41278 39473 39838 39700
0 81100 58121 45467 42046 39650 40033 40734
0 81200 61613 45220 41634 40671 40150 40009
0 81300 58281 45923 42120 39677 39940 40708
0 81400 58155 45439 42151 40558 39859 39599
0 81500 58592 44857 42073 39927 40242 39724
0 81600 58310 44821 41980 39935 39864 39617
0 81700 58870 45321 41937 39875 40391 40058
0 81800 58477 45378 42282 40072 41229 40324
0 81900 58894 45080 42058 40294 40445 40328
0 82000 59640 46890 42078 40258 40469 40518
0 82100 59169 45107 42692 40313 40448 40378
0 82200 59447 45444 42407 40479 40458 41465
0 82300 58880 45937 42409 40762 40234 42083
0 82400 72758 61191 42360 40502 40354 41034
0 82500 59275 45687 42936 41255 40839 41450
0 82600 60926 46156 42503 40642 40478 41817
0 82700 59348 45762 42838 40941 40526 40342
0 82800 60192 45896 45610 40933 40484 40527
0 82900 60124 46403 44456 41048 40815 40868
0 83000 59778 46007 43151 41682 41166 41186
0 83100 60234 46064 42799 41471 41575 40759
0 83200 59747 46325 43418 41186 41777 40710
0 83300 60816 46022 44010 44762 40649 41087
0 83400 60011 46788 43250 43688 40373 40208
0 83500 59653 46284 44354 41388 40840 41062
0 83600 61248 46651 43338 42268 41141 41124
0 83700 59647 46632 44202 41788 40908 41597
0 83800 60257 47660 44391 41832 41122 41392
0 83900 61075 47292 44007 41685 42404 41496
0 84000 60993 47489 43800 41928 41019 41653
0 84100 60123 46895 45851 42060 40751 41001
0 84200 60972 47397 44257 42311 41888 41289
0 84300 60596 50657 43952 42239 42197 42630
0 84400 62095 48348 44623 42966 41648 41892
0 84500 61245 48194 44714 42804 41230 41594
0 84600 61144 48145 45167 43177 41749 41525
0 84700 61014 47568 46030 43079 41916 42303
0 84800 61377 47736 44718 43649 41422 42001
0 84900 61238 47904 44937 43399 41957 41921
0 85000 62780 48782 45006 44363 43904 41897
0 85100 63567 49684 46098 44394 43655 45033
0 85200 63947 48027 45198 43642 44429 43071
0 85300 62291 48507 45632 43954 43007 42189
0 85400 64820 53738 46736 43799 43684 42839
0 85500 63915 50026 48965 47532 44760 47188
0 85600 68879 52406 47698 45547 42602 43469
0 85700 63138 49407 48970 44857 42218 43138
0 85800 62910 49410 46656 43811 42704 42839
0 85900 62675 49062 45968 46140 42583 42883
0 86000 66590 49906 46815 44265 43289 42821
0 86100 68083 51775 48452 47276 45580 42723
0 86200 61597 49103 46710 44474 42158 42744
0 86300 62082 48630 48356 45895 42989 43677
0 86400 67596 50200 47297 44717 42614 44851
0 86500 63221 50023 46780 45348 42654 43867
0 86600 67055 51628 48423 46785 43670 45183
0 86700 64300 50642 46595 46369 45350 43813
0 86800 66475 50877 47122 44661 42445 43039
0 86900 63683 50612 47806 44458 42771 43507
0 87000 64643 50283 47259 44300 42853 42436
0 87100 64621 50038 47924 45081 42759 42909
0 87200 62929 49685 47606 46402 44081 43278
0 87300 63199 49965 46985 44791 43949 43217
0 87400 63378 49724 49046 45641 43468 43815
0 87500 63828 51081 47511 45718 42499 43864
0 87600 63242 50713 47703 47515 43633 43377
0 87700 64090 51166 49754 47238 45480 45229
0 87800 66767 51194 47496 46182 43035 49956
0 87900 69190 54752 49098 45897 43112 43388
0 88000 69565 52997 57358 47072 49385 45911
0 88100 66377 56201 48911 45793 43361 43584
0 88200 64697 52137 49388 46830 43708 43355
0 88300 64246 50674 48096 45167 43256 43761
0 88400 65270 53104 48685 48080 52713 49285
0 88500 71988 50618 48990 47584 47339 45272
0 88600 65534 52150 49277 46506 44171 47769
0 88700 64057 51473 48014 46425 48406 45083
0 88800 64031 51678 49601 46134 43809 44550
0 88900 65610 50700 48870 45596 44243 44294
0 89000 65293 50922 48612 45325 43708 44748
0 89100 65309 51358 49326 45885 43945 44234
0 89200 65225 51252 48798 45908 50042 45160
0 89300 65889 53316 49538 45740 43651 44240
0 89400 64168 51379 49940 46641 44366 44533
0 89500 70994 53772 49186 45994 44917 48047
0 89600 69870 56580 56157 47860 46492 44245
0 89700 64919 51836 49118 46475 44366 45074
0 89800 64898 51679 49097 46078 44514 44301
0 89900 65438 52423 49039 46018 44543 44232
0 90000 65035 52164 49412 46312 44278 44754
0 90100 64835 51677 49299 46675 44419 45011
0 90200 65677 52176 49244 45883 44466 44612
0 90300 65656 52038 49834 46189 44742 44595
0 90400 66838 52592 50641 46033 44470 44937
0 90500 65014 54659 49398 46514 44991 44798
0 90600 65170 52531 50438 46237 44603 44991
0 90700 65482 52879 50254 46261 44546 44737
0 90800 65644 52338 50020 47187 44523 45037
0 90900 65825 52634 49978 46540 44529 44825
0 91000 65697 52348 49818 46793 45087 44879
0 91100 65717 53039 50387 46607 45259 45640
0 91200 65396 52721 51159 46896 44999 45669
0 91300 65696 52960 49865 47106 44760 44985
0 91400 66711 52979 50226 46988 45062 45203
0 91500 66192 53431 50156 46871 44824 45421
0 91600 67306 53488 50394 46849 45579 45721
0 91700 66554 53583 50190 47086 44958 45911
0 91800 66184 53679 50774 47215 44807 45575
0 91900 66903 53147 50923 47198 45598 45436
0 92000 66674 53320 50800 47289 45325 47421
0 92100 71898 61359 57199 47984 46211 46197
0 92200 67823 53989 51588 50812 47009 46170
0 92300 67184 54911 52372 49476 46239 45667
0 92400 66882 53777 51256 48235 45519 46573
0 92500 67552 54193 51448 46888 46677 46969
0 92600 66930 54527 51094 47212 45884 45953
0 92700 66953 54401 50822 47475 45802 46167
0 92800 66817 54246 50926 47562 46382 46386
0 92900 67357 54330 50825 47812 45844 46710
0 93000 67095 54364 50901 47912 45624 47055
0 93100 68469 54474 51365 47603 45756 46224
0 93200 67788 55404 51682 47664 45796 46297
0 93300 67385 55267 51321 47577 45743 46224
0 93400 67618 54353 51930 48545 45890 46794
0 93500 67305 54725 51255 47687 46484 47159
0 93600 67775 55225 51373 47621 46518 46335
0 93700 67818 55608 51483 47815 46299 46951
0 93800 67903 55079 51534 47842 46212 46710
0 93900 67881 56606 50962 48449 46365 46700
0 94000 67665 54833 52017 48029 46324 46716
0 94100 68101 61484 51905 47973 46553 46941
0 94200 68315 55364 51562 48619 46623 47047
0 94300 68978 55481 51511 48264 46234 47273
0 94400 68168 55326 51972 48840 46458 48629
0 94500 68158 55171 51500 48196 46599 47152
0 94600 68786 55628 51969 48649 46632 47062
0 94700 68485 55711 51976 48495 46967 47457
0 94800 68605 56409 51982 48527 46844 47129
0 94900 68491 55796 51958 48466 46781 47543
0 95000 68925 56278 52083 48631 46440 47508
0 95100 68967 55629 52438 48997 47957 47442
0 95200 69204 56205 52193 48546 46663 48391
0 95300 70238 56130 53257 48269 46810 47198
0 95400 69104 60110 52301 49329 47079 47712
0 95500 69635 57969 52313 48817 47323 47667
0 95600 72736 57621 52968 51742 48307 49708
0 95700 72936 59348 55388 50849 48665 49662
0 95800 72992 56090 55758 49822 56630 61412
0 95900 70689 56442 52635 49628 48592 49256
0 96000 72698 57625 53023 49485 48608 49759
0 96100 70246 57290 53847 49884 48491 48272
0 96200 70368 59146 52991 50856 47938 49260
0 96300 70374 56887 52572 50113 47955 48961
0 96400 69666 57408 53621 51125 50251 47593
0 96500 85352 70687 61090 49570 47083 48611
0 96600 70823 57978 53547 50303 59874 50283
0 96700 75154 64301 53748 50030 47741 49481
0 96800 75039 58591 53705 50767 48395 49939
0 96900 71081 57791 53799 49870 48305 109378
0 97000 69776 58863 53395 57808 71489 57289
0 97100 70349 58211 55647 51553 48927 49776
0 97200 73569 58867 59460 50324 48585 51423
0 97300 71602 61390 57331 50106 49073 49024
0 97400 74074 59124 55129 51975 48243 48322
0 97500 71664 60670 57378 52857 48250 49249
0 97600 73027 60054 53726 50002 48200 48610
0 97700 70837 57865 54196 50288 48484 49115
0 97800 71895 60919 55949 49744 48896 48885
0 97900 71264 61113 55244 50947 51678 48490
0 98000 72771 60133 54957 51465 50291 50848
0 98100 74302 58690 53334 52582 48293 48901
0 98200 72812 58149 53602 50786 48060 51283
0 98300 71501 58431 53964 49999 48464 51407
0 98400 72487 59820 54706 52255 49292 49253
0 98500 71438 62871 57357 51472 48888 51258
0 98600 72141 60453 53859 50327 48663 51176
0 98700 72301 60029 55806 50508 50349 51106
0 98800 74484 59997 54954 50203 51360 49494
0 98900 74142 60150 56212 50752 48560 51345
0 99000 76161 58858 56772 52019 49446 51623
0 99100 79347 60308 56282 51871 48538 51421
0 99200 72599 65370 54628 50733 50271 50925
0 99300 73839 63284 60365 54316 49984 50390
0 99400 73303 60356 57416 51692 49281 50218
0 99500 73156 62343 56232 51778 49569 53076
0 99600 73827 61329 55236 50787 51347 52663
0 99700 74977 61032 54363 51369 49089 53590
0 99800 73485 61481 55980 52783 49927 52335
0 99900 73243 59890 56619 53300 51977 50965
0 100000 77101 61093 57077 53250 50540 50981
1 500 193 111 90 77 76 84
1 600 231 128 117 153 113 134
1 700 270 161 143 122 115 147
1 800 326 200 164 140 141 190
1 900 351 220 181 158 163 163
1 1000 393 250 201 175 173 190
1 1100 584 263 219 204 200 224
1 1200 504 282 237 219 217 256
1 1300 529 306 265 262 242 310
1 1400 571 352 317 275 265 337
1 1500 608 403 341 295 288 361
1 1600 665 487 363 315 335 412
1 1700 712 459 383 338 341 340
1 1800 740 621 402 357 368 366
1 1900 794 508 426 379 402 399
1 2000 938 541 447 400 397 431
1 2100 881 549 464 425 438 467
1 2200 924 572 485 449 447 499
1 2300 965 725 510 467 464 530
1 2400 1027 615 524 494 656 571
1 2500 1057 636 551 516 512 616
1 2600 1191 672 586 553 543 644
1 2700 1154 744 641 592 572 685
1 2800 1201 771 760 613 593 721
1 2900 1242 822 761 634 618 760
1 3000 1293 887 749 751 650 807
1 3100 1334 919 775 889 676 846
1 3200 1416 947 862 810 710 902
1 3300 1435 966 833 751 924 768
1 3400 2673 1066 869 747 965 841
1 3500 1568 1075 863 776 868 948
1 3600 1573 1040 885 803 860 955
1 3700 1757 1136 949 916 860 911
1 3800 1650 1186 1010 844 893 888
1 3900 1815 1290 1218 949 895 970
1 4000 1827 1204 977 897 951 952
1 4100 2036 1181 1087 918 917 995
1 4200 1937 1194 1023 942 949 1088
1 4300 1876 1214 1047 1490 960 1057
1 4400 1936 1309 1067 1005 988 1132
1 4500 2000 1273 1104 1097 1011 1132
1 4600 2030 1376 1112 1037 1045 1161
1 4700 2236 1315 1138 1183 1072 1210
1 4800 2142 1516 1161 1098 1095 1352
1 4900 2180 1359 1202 1118 1115 1273
1 5000 2476 1398 1211 1150 1157 1321
1 5100 2254 1527 1916 2312 1444 1425
1 5200 2756 1487 1293 1345 1243 1410
1 5300 2488 1752 1376 1264 1232 1627
1 5400 2421 1560 1897 1298 1252 1568
1 5500 2447 1769 1739 1476 1338 1701
1 5600 2585 1666 1669 1348 1305 1753
1 5700 2603 1731 1626 1376 1337 1776
1 5800 2901 1796 1608 1457 1366 1875
1 5900 2820 2155 1606 1427 1452 1723
1 6000 2730 1961 1630 1464 1466 1756
1 6100 2794 1985 1651 1475 1603 1802
1 6200 2894 1985 1686 1843 1512 1829
1 6300 2964 2025 1892 1523 1531 1927
1 6400 2893 2050 1755 1542 1564 2150
1 6500 2958 2247 1756 1604 1704 1661
1 6600 3014 2086 1862 1635 1706 1682
1 6700 3039 2202 1810 1623 1836 1655
1 6800 3091 2272 1837 1768 1687 1670
1 6900 3159 2277 1880 1659 1708 1820
1 7000 3194 2285 2050 1778 1887 1744
1 7100 3298 2217 2868 34193 9214 6176
1 7200 5604 4738 1981 1775 5662 3642
1 7300 3435 2488 1974 1854 1856 1833
1 7400 3466 2311 2040 1822 1908 1887
1 7500 3465 2456 2150 2094 1931 1903
1 7600 3514 2363 2036 1845 1948 1932
1 7700 3545 2376 2057 1877 1959 1997
1 7800 3553 2660 2071 1926 1942 1997
1 7900 3725 2462 2100 1936 2015 2041
1 8000 3926 2466 2276 1955 2153 2092
1 8100 3881 2512 2175 1985 2002 2175
1 8200 3750 2515 2269 2006 2000 2178
1 8300 3875 2731 2207 2117 2031 2258
1 8400 3861 2594 2232 2141 2076 2351
1 8500 7000 3771 2289 2101 2400 2275
1 8600 3951 2909 2720 2141 2194 2549
1 8700 4047 2680 2311 2434 2140 2765
1 8800 4070 3014 2375 2585 2269 2479
1 8900 4162 2731 2508 2212 2397 2439
1 9000 4215 2771 2400 2249 2253 2474
1 9100 4971 4197 2438 2352 2250 2866
1 9200 4342 2803 2485 2265 2482 2525
1 9300 4396 2953 3028 2461 2363 2932
1 9400 4353 2977 2496 2353 2340 3516
1 9500 5471 3252 2576 2455 2406 2852
1 9600 4635 2896 3235 2627 2762 2954
1 9700 4718 3146 2566 2757 2405 2874
1 9800 4667 2943 2645 2476 3904 3842
1 9900 5770 3803 2763 2942 2477 2847
1 10000 4742 3583 4176 3096 2507 2986
1 10100 4776 3017 3028 2555 2729 2896
1 10200 4840 3194 2716 2636 2570 2980
1 10300 4882 3441 2727 2633 2615 2986
1 10400 4843 3151 3119 2648 2673 3022
1 10500 4960 3376 2933 3356 3153 3096
1 10600 5058 3367 3004 2752 2729 3107
1 10700 5286 3406 3181 3305 2791 3227
1 10800 5285 3390 3134 2876 3011 3201
1 10900 5277 3442 3218 2887 2809 3243
1 11000 5759 3730 3521 3039 2815 3459
1 11100 5225 3532 3299 2990 2856 3458
1 11200 5458 3611 3459 2971 2977 3569
1 11300 5444 3748 3345 3243 3136 3657
1 11400 6555 3991 3683 3112 2917 3567
1 11500 5896 3904 3386 3724 3133 3598
1 11600 5617 3792 3507 3072 2990 3981
1 11700 5676 3928 3439 3172 3135 3608
1 11800 5623 3988 3609 3101 3321 3816
1 11900 5896 4006 3540 3648 3129 3760
1 12000 5925 4115 4483 4500 3189 3771
1 12100 5983 4164 4183 3401 3444 3874
1 12200 5874 4516 3875 3227 3199 4285
1 12300 6130 4578 3611 3318 3428 4009
1 12400 6034 4447 3667 3577 3484 4080
1 12500 5989 4374 3693 3425 3433 4031
1 12600 6061 4354 3998 3384 3337 5809
1 12700 6831 4625 3743 3446 3459 4194
1 12800 6194 4872 3997 3826 3485 4448
1 12900 6214 4843 3824 3469 3721 5275
1 13000 7137 4466 4289 3466 3453 3659
1 13100 6622 4580 3839 3479 3477 3491
1 13200 6444 4491 3863 3477 4512 3720
1 13300 6537 4544 4101 3525 3601 3630
1 13400 7497 5024 4098 3590 3647 3597
1 13500 6457 4638 4112 3729 3632 3607
1 13600 6646 4692 4278 3721 3927 3670
1 13700 6936 4650 3989 3686 3682 3695
1 13800 7071 5781 4433 3638 3769 3727
1 13900 6688 4713 4487 3718 3989 3819
1 14000 6732 4739 4167 3761 4133 3795
1 14100 6949 5139 4095 4061 3976 3863
1 14200 7131 5063 4284 3808 3854 3965
1 14300 6924 4824 4269 3925 3949 3926
1 14400 6902 4877 4190 3803 4023 3952
1 14500 6980 5165 4325 3850 3957 4058
1 14600 7409 4933 4244 4238 4039 4055
1 14700 7001 5178 4307 4025 4037 4073
1 14800 7140 5271 4549 4478 4317 4113
1 14900 7311 5021 4383 3985 4417 4466
1 15000 7410 5188 4477 4014 4275 13948
1 15100 10973 11370 7624 4704 4357 4206
1 15200 7556 5277 4603 6330 4331 4288
1 15300 8293 5078 4503 4102 4235 4354
1 15400 7421 5090 4451 4489 4506 4439
1 15500 7852 5339 4489 4316 4373 4418
1 15600 7461 5356 4640 7596 5283 6007
1 15700 7705 5494 4706 4384 4389 4483
1 15800 7577 5397 4758 4290 4269 4444
1 15900 7680 5272 4596 4391 4225 4580
1 16000 7890 5374 4683 4429 4266 4774
1 16100 8847 5402 4696 4481 4431 4813
1 16200 7884 6420 4722 4418 4376 4876
1 16300 8259 5445 4754 4455 4423 4736
1 16400 7887 5679 4879 4514 4462 4916
1 16500 8258 5709 5477 4857 4782 4880
1 16600 8672 5681 5042 4472 4494 4856
1 16700 8122 5633 4860 4578 4569 4913
1 16800 8243 5734 4866 4694 4508 4868
1 16900 8196 5618 4991 4591 4695 5029
1 17000 8507 5699 5136 4624 5158 5184
1 17100 8795 5725 4940 5011 4861 5274
1 17200 8638 5727 5035 4630 4619 5082
1 17300 8645 5670 5027 4710 4726 5292
1 17400 8629 5967 5034 4755 4718 5266
1 17500 9092 6079 5351 5081 5163 5244
1 17600 8944 6159 5114 4737 4941 5502
1 17700 8964 5957 5267 5353 4875 5392
1 17800 9659 5795 5183 4911 4849 5394
1 17900 9143 5917 5337 4882 4830 5328
1 18000 8763 7059 6428 5923 5039 5496
1 18100 9398 6087 5297 4924 4925 5420
1 18200 9019 6054 5296 5046 4983 5483
1 18300 10068 6052 5411 5023 5025 5446
1 18400 9481 6277 5515 4993 5069 5732
1 18500 9853 6100 5299 5307 5409 6239
1 18600 10601 6760 5541 5776 5396 5791
1 18700 9495 6170 5489 5115 5120 5621
1 18800 9444 6337 5663 5799 5622 5741
1 18900 9428 6399 5776 5218 5205 5878
1 19000 9632 6247 5515 7276 7454 8009
1 19100 9794 6340 5894 5460 5389 6164
1 19200 9759 6419 5752 5461 8309 9783
1 19300 15499 10211 6028 5328 5382 6438
1 19400 10026 6466 5653 5314 5428 6558
1 19500 10214 6357 5631 5514 5442 6517
1 19600 10814 6995 6213 5645 5971 7248
1 19700 11601 7494 5652 5987 5969 6561
1 19800 10248 6566 5949 5538 5773 6429
1 19900 10078 6704 5854 6083 5566 6508
1 20000 10230 6769 5957 5676 5718 6349
1 20100 10323 6664 6431 6022 5755 8886
1 20200 9881 6679 5885 5583 5676 6482
1 20300 10509 6978 6242 6555 6279 6802
1 20400 10720 6907 6334 5895 5705 6462
1 20500 10368 6827 6420 5870 6160 6474
1 20600 10081 6738 6432 5790 5714 6525
1 20700 10320 6769 6645 5988 6019 6774
1 20800 11062 7139 6301 5931 5745 6779
1 20900 10348 7169 6208 5863 5788 6662
1 21000 10599 7296 6446 6157 6275 6727
1 21100 10501 7048 6455 6013 5824 6649
1 21200 10812 7042 6387 6101 6120 7090
1 21300 10833 7072 6757 6182 6054 7065
1 21400 10635 7115 6513 6111 7114 7531
1 21500 11716 7792 6677 6322 6481 7070
1 21600 10730 7630 6624 6250 6154 7882
1 21700 17020 8702 7283 6675 6174 7134
1 21800 11645 7543 7077 6354 6151 7213
1 21900 11334 7576 7153 6243 6056 7008
1 22000 10861 8045 7068 6544 6411 7084
1 22100 11101 7759 6955 6507 7232 8054
1 22200 13418 7803 7948 7749 6253 7199
1 22300 13978 7939 7220 6349 6233 7377
1 22400 11450 7901 7275 6485 6495 7576
1 22500 11596 7796 7529 6807 6646 7822
1 22600 11400 8061 7602 6685 6439 7457
1 22700 11793 8409 7597 6855 6707 7545
1 22800 11580 7925 7300 6939 6393 7731
1 22900 11447 8053 7918 7111 6790 7683
1 23000 11957 8442 7692 6746 6738 7889
